,route_id,path_type,direction,polyline,Unnamed: 0,path_id,th_name,en_name
10,MRT-P,main,go,"[(13.8923533, 100.4082562), (13.8809779, 100.4092184), (13.8780524, 100.4095352), (13.8776785, 100.4096527), (13.8773071, 100.4097857), (13.876953, 100.4099595), (13.8766098, 100.4101612), (13.8763119, 100.4103897), (13.8760166, 100.4106504), (13.8755005, 100.4112217), (13.8752328, 100.4117067), (13.8750766, 100.41202), (13.8749251, 100.4123397), (13.8747855, 100.4127361), (13.8746516, 100.4131883), (13.8745308, 100.4136427), (13.8744058, 100.414538), (13.8744131, 100.4155401), (13.8745089, 100.4169863), (13.87463, 100.41943), (13.8757993, 100.4337717), (13.876655, 100.4449102), (13.8768462, 100.4484251), (13.8768317, 100.4494722), (13.8767546, 100.4505537), (13.8764463, 100.4519849), (13.8760651, 100.4532981), (13.87467, 100.45621), (13.8724091, 100.4613683), (13.8713321, 100.4639025), (13.8708842, 100.4653144), (13.8705269, 100.4666401), (13.8697676, 100.4697969), (13.8696322, 100.4712539), (13.8696739, 100.4726765), (13.870313, 100.4803639), (13.8704822, 100.4822445), (13.8704447, 100.4841199), (13.870303, 100.4848838), (13.8701072, 100.4857399), (13.8694947, 100.4874201), (13.8659187, 100.4942475), (13.8646658, 100.4966447), (13.8635179, 100.4991467), (13.861694, 100.5044336), (13.8607659, 100.5088241), (13.8601476, 100.5132409), (13.8598212, 100.5155146), (13.8597784, 100.5158386), (13.8596305, 100.5161616), (13.8592107, 100.5167484), (13.8587035, 100.5172098), (13.8572597, 100.5179973), (13.8564087, 100.5183921), (13.8559858, 100.5185466), (13.8555545, 100.518671), (13.8552889, 100.5186925), (13.8550285, 100.5186839), (13.8547681, 100.5186678), (13.8545056, 100.5186045), (13.8541295, 100.5184908), (13.8538129, 100.5183277), (13.8486409, 100.5147283), (13.8456575, 100.512944), (13.8442845, 100.5120964), (13.843722, 100.5119591), (13.8431261, 100.5119612), (13.842674, 100.5120342), (13.8422323, 100.5121651), (13.841826, 100.5123925), (13.8414656, 100.5127058), (13.8396452, 100.5148416), (13.8298595, 100.5264979), (13.8252536, 100.5319598), (13.8247848, 100.5322795), (13.8242952, 100.5325692), (13.8237243, 100.5327516), (13.8231513, 100.5328074), (13.8202164, 100.5325217), (13.8061278, 100.530761)]",,,,
11,MRT-P,main,back,"[(13.8061278, 100.530761), (13.8202164, 100.5325217), (13.8231513, 100.5328074), (13.8237243, 100.5327516), (13.8242952, 100.5325692), (13.8247848, 100.5322795), (13.8252536, 100.5319598), (13.8298595, 100.5264979), (13.8396452, 100.5148416), (13.8414656, 100.5127058), (13.841826, 100.5123925), (13.8422323, 100.5121651), (13.842674, 100.5120342), (13.8431261, 100.5119612), (13.843722, 100.5119591), (13.8442845, 100.5120964), (13.8456575, 100.512944), (13.8486409, 100.5147283), (13.8538129, 100.5183277), (13.8541295, 100.5184908), (13.8545056, 100.5186045), (13.8547681, 100.5186678), (13.8550285, 100.5186839), (13.8552889, 100.5186925), (13.8555545, 100.518671), (13.8559858, 100.5185466), (13.8564087, 100.5183921), (13.8572597, 100.5179973), (13.8587035, 100.5172098), (13.8592107, 100.5167484), (13.8596305, 100.5161616), (13.8597784, 100.5158386), (13.8598212, 100.5155146), (13.8601476, 100.5132409), (13.8607659, 100.5088241), (13.861694, 100.5044336), (13.8635179, 100.4991467), (13.8646658, 100.4966447), (13.8659187, 100.4942475), (13.8694947, 100.4874201), (13.8701072, 100.4857399), (13.870303, 100.4848838), (13.8704447, 100.4841199), (13.8704822, 100.4822445), (13.870313, 100.4803639), (13.8696739, 100.4726765), (13.8696322, 100.4712539), (13.8697676, 100.4697969), (13.8705269, 100.4666401), (13.8708842, 100.4653144), (13.8713321, 100.4639025), (13.8724091, 100.4613683), (13.87467, 100.45621), (13.8760651, 100.4532981), (13.8764463, 100.4519849), (13.8767546, 100.4505537), (13.8768317, 100.4494722), (13.8768462, 100.4484251), (13.876655, 100.4449102), (13.8757993, 100.4337717), (13.87463, 100.41943), (13.8745089, 100.4169863), (13.8744131, 100.4155401), (13.8744058, 100.414538), (13.8745308, 100.4136427), (13.8746516, 100.4131883), (13.8747855, 100.4127361), (13.8749251, 100.4123397), (13.8750766, 100.41202), (13.8752328, 100.4117067), (13.8755005, 100.4112217), (13.8760166, 100.4106504), (13.8763119, 100.4103897), (13.8766098, 100.4101612), (13.876953, 100.4099595), (13.8773071, 100.4097857), (13.8776785, 100.4096527), (13.8780524, 100.4095352), (13.8809779, 100.4092184), (13.8923533, 100.4082562)]",,,,
12,MRT-Y,main,go,"[(13.807, 100.574789), (13.8063202, 100.5747727), (13.8058253, 100.5747496), (13.8056404, 100.5747823), (13.8054966, 100.5748494), (13.8053684, 100.5749513), (13.8052518, 100.5751122), (13.8051085, 100.5753611), (13.8026199, 100.5798233), (13.8013858, 100.5820307), (13.80012, 100.58424), (13.797315, 100.5893226), (13.7958834, 100.5918567), (13.79444, 100.59436), (13.7873269, 100.6071689), (13.78366, 100.61371), (13.77806, 100.62369), (13.77436, 100.63036), (13.7717302, 100.6351154), (13.769, 100.63983), (13.7675099, 100.6425397), (13.766001, 100.6452241), (13.7656883, 100.6453679), (13.7638835, 100.6456168), (13.7627726, 100.6455953), (13.76167, 100.64553), (13.7606968, 100.6455245), (13.7589669, 100.6456833), (13.756272, 100.6459451), (13.754984, 100.6459451), (13.753773, 100.6457798), (13.75075, 100.6449), (13.7472201, 100.6439109), (13.7436684, 100.6430354), (13.7387577, 100.6418638), (13.736591, 100.6412499), (13.7361255, 100.6411373), (13.7355634, 100.6409846), (13.7352205, 100.6409465), (13.7346535, 100.6410592), (13.7339876, 100.64113), (13.7325389, 100.6412448), (13.72562, 100.64175), (13.7198037, 100.6422029), (13.7162725, 100.6427951), (13.71276, 100.64375), (13.70061, 100.64658), (13.6976273, 100.6472926), (13.6962597, 100.64746), (13.69079, 100.64709), (13.6842888, 100.6465673), (13.6807862, 100.6463785), (13.67778, 100.64606), (13.6713581, 100.6457348), (13.6689354, 100.6452584), (13.6675426, 100.6447906), (13.6663, 100.64436), (13.6648654, 100.6443057), (13.6624801, 100.6438251), (13.65599, 100.64231), (13.6499236, 100.6400528), (13.64458, 100.63685), (13.63194, 100.62941), (13.6295466, 100.6280086), (13.6283558, 100.6272082), (13.62784, 100.62646), (13.63743, 100.60866), (13.6397019, 100.6058278), (13.6420875, 100.6028881), (13.6430675, 100.6014333), (13.6438891, 100.6000986), (13.645083, 100.5965673)]",,,,
13,MRT-Y,main,back,"[(13.645083, 100.5965673), (13.6438891, 100.6000986), (13.6430675, 100.6014333), (13.6420875, 100.6028881), (13.6397019, 100.6058278), (13.63743, 100.60866), (13.62784, 100.62646), (13.6283558, 100.6272082), (13.6295466, 100.6280086), (13.63194, 100.62941), (13.64458, 100.63685), (13.6499236, 100.6400528), (13.65599, 100.64231), (13.6624801, 100.6438251), (13.6648654, 100.6443057), (13.6663, 100.64436), (13.6675426, 100.6447906), (13.6689354, 100.6452584), (13.6713581, 100.6457348), (13.67778, 100.64606), (13.6807862, 100.6463785), (13.6842888, 100.6465673), (13.69079, 100.64709), (13.6962597, 100.64746), (13.6976273, 100.6472926), (13.70061, 100.64658), (13.71276, 100.64375), (13.7162725, 100.6427951), (13.7198037, 100.6422029), (13.72562, 100.64175), (13.7325389, 100.6412448), (13.7339876, 100.64113), (13.7346535, 100.6410592), (13.7352205, 100.6409465), (13.7355634, 100.6409846), (13.7361255, 100.6411373), (13.736591, 100.6412499), (13.7387577, 100.6418638), (13.7436684, 100.6430354), (13.7472201, 100.6439109), (13.75075, 100.6449), (13.753773, 100.6457798), (13.754984, 100.6459451), (13.756272, 100.6459451), (13.7589669, 100.6456833), (13.7606968, 100.6455245), (13.76167, 100.64553), (13.7627726, 100.6455953), (13.7638835, 100.6456168), (13.7656883, 100.6453679), (13.766001, 100.6452241), (13.7675099, 100.6425397), (13.769, 100.63983), (13.7717302, 100.6351154), (13.77436, 100.63036), (13.77806, 100.62369), (13.78366, 100.61371), (13.7873269, 100.6071689), (13.79444, 100.59436), (13.7958834, 100.5918567), (13.797315, 100.5893226), (13.80012, 100.58424), (13.8013858, 100.5820307), (13.8026199, 100.5798233), (13.8051085, 100.5753611), (13.8052518, 100.5751122), (13.8053684, 100.5749513), (13.8054966, 100.5748494), (13.8056404, 100.5747823), (13.8058253, 100.5747496), (13.8063202, 100.5747727), (13.807, 100.574789)]",,,,
14,MRT-PI,main,go,"[(13.8597915, 100.518118), (13.8594712, 100.519841), (13.8593462, 100.5207476), (13.859326, 100.5209883), (13.8593331, 100.5211097), (13.8593592, 100.5212277), (13.8594497, 100.5214289), (13.8595753, 100.5215549), (13.859867, 100.5217052), (13.8601951, 100.5216837), (13.8610597, 100.5212545), (13.861794, 100.5209702), (13.8625, 100.52077), (13.8741832, 100.5163222), (13.8893974, 100.510519), (13.89861, 100.50712), (13.9045649, 100.5048287), (13.9052002, 100.5048394), (13.9064372, 100.5053929), (13.9070644, 100.5059659), (13.9072206, 100.5061913), (13.9073143, 100.5064487), (13.90642, 100.51582), (13.905648, 100.5246556), (13.9054189, 100.5255353), (13.9049607, 100.5269623), (13.9041, 100.52918), (13.900575, 100.5398895), (13.8997951, 100.5419397), (13.8992743, 100.5421758), (13.8986599, 100.5420685), (13.8982328, 100.542165), (13.8978892, 100.5424762), (13.8977746, 100.5428517), (13.8977954, 100.5432701), (13.8982433, 100.5442142), (13.8984411, 100.5446005), (13.8984932, 100.5449867), (13.8984516, 100.5454481), (13.8974836, 100.548324), (13.89316, 100.56037), (13.89072, 100.56732), (13.8882761, 100.5744159), (13.88743, 100.57579), (13.8841078, 100.5825843), (13.8833289, 100.5838358), (13.8823394, 100.5850589), (13.8818499, 100.585928), (13.8798, 100.58952), (13.8774233, 100.59376), (13.8760692, 100.5961311), (13.87448, 100.59724), (13.8735694, 100.5977404), (13.8724966, 100.5997038), (13.87082, 100.60286), (13.8627, 100.61794), (13.85825, 100.62618), (13.85504, 100.63222), (13.84996, 100.64159), (13.8452, 100.65033), (13.84048, 100.65907), (13.8383716, 100.6628108), (13.83383, 100.66748), (13.82464, 100.67704), (13.81657, 100.68555), (13.8146604, 100.687573), (13.8136185, 100.6886244), (13.8129309, 100.6899118), (13.8127017, 100.6911135), (13.81266, 100.6945038), (13.81271, 100.70341), (13.8127, 100.71321), (13.81255, 100.72565), (13.8124516, 100.7293296), (13.8104304, 100.7316256), (13.80847, 100.73266)]",,,,
15,MRT-PI,main,back,"[(13.80847, 100.73266), (13.8104304, 100.7316256), (13.8124516, 100.7293296), (13.81255, 100.72565), (13.8127, 100.71321), (13.81271, 100.70341), (13.81266, 100.6945038), (13.8127017, 100.6911135), (13.8129309, 100.6899118), (13.8136185, 100.6886244), (13.8146604, 100.687573), (13.81657, 100.68555), (13.82464, 100.67704), (13.83383, 100.66748), (13.8383716, 100.6628108), (13.84048, 100.65907), (13.8452, 100.65033), (13.84996, 100.64159), (13.85504, 100.63222), (13.85825, 100.62618), (13.8627, 100.61794), (13.87082, 100.60286), (13.8724966, 100.5997038), (13.8735694, 100.5977404), (13.87448, 100.59724), (13.8760692, 100.5961311), (13.8774233, 100.59376), (13.8798, 100.58952), (13.8818499, 100.585928), (13.8823394, 100.5850589), (13.8833289, 100.5838358), (13.8841078, 100.5825843), (13.88743, 100.57579), (13.8882761, 100.5744159), (13.89072, 100.56732), (13.89316, 100.56037), (13.8974836, 100.548324), (13.8984516, 100.5454481), (13.8984932, 100.5449867), (13.8984411, 100.5446005), (13.8982433, 100.5442142), (13.8977954, 100.5432701), (13.8977746, 100.5428517), (13.8978892, 100.5424762), (13.8982328, 100.542165), (13.8986599, 100.5420685), (13.8992743, 100.5421758), (13.8997951, 100.5419397), (13.900575, 100.5398895), (13.9041, 100.52918), (13.9049607, 100.5269623), (13.9054189, 100.5255353), (13.905648, 100.5246556), (13.90642, 100.51582), (13.9073143, 100.5064487), (13.9072206, 100.5061913), (13.9070644, 100.5059659), (13.9064372, 100.5053929), (13.9052002, 100.5048394), (13.9045649, 100.5048287), (13.89861, 100.50712), (13.8893974, 100.510519), (13.8741832, 100.5163222), (13.8625, 100.52077), (13.861794, 100.5209702), (13.8610597, 100.5212545), (13.8601951, 100.5216837), (13.859867, 100.5217052), (13.8595753, 100.5215549), (13.8594497, 100.5214289), (13.8593592, 100.5212277), (13.8593331, 100.5211097), (13.859326, 100.5209883), (13.8593462, 100.5207476), (13.8594712, 100.519841), (13.8597915, 100.518118)]",,,,
16,1-1,main,go,"[(13.873235, 100.595171), (13.874743, 100.596077), (13.875157, 100.596166), (13.875704, 100.596178), (13.875984, 100.596052), (13.876349, 100.59543), (13.883891, 100.581926), (13.873892, 100.576165), (13.862539, 100.569842), (13.849128, 100.562641), (13.841226, 100.558478), (13.838767, 100.55774), (13.836189, 100.557365), (13.826162, 100.558236), (13.81216, 100.559762), (13.811357, 100.559773), (13.811202, 100.559499), (13.811247, 100.5592), (13.811177, 100.558949), (13.810925, 100.558712), (13.810069, 100.558227), (13.808582, 100.557418), (13.800134, 100.552464), (13.797821, 100.551051), (13.797646, 100.549833), (13.797599, 100.548554), (13.797552, 100.546664), (13.797518, 100.543966), (13.797596, 100.542123), (13.797895, 100.540238), (13.797749, 100.539522), (13.797368, 100.538893), (13.797004, 100.538672), (13.796564, 100.538792), (13.795994, 100.538922), (13.795306, 100.539158), (13.793866, 100.538793), (13.792631, 100.538335), (13.787263, 100.536129), (13.769429, 100.528796), (13.762436, 100.526003), (13.757077, 100.523981), (13.756217, 100.523783), (13.754317, 100.528883), (13.753415, 100.53162), (13.753294, 100.531843), (13.751552, 100.531602), (13.747201, 100.530975), (13.741834, 100.530134), (13.736821, 100.529505), (13.733107, 100.528885), (13.732816, 100.528513), (13.733893, 100.525653), (13.737249, 100.517371), (13.737645, 100.51647), (13.73807, 100.516598), (13.738326, 100.516771), (13.738517, 100.516725), (13.738557, 100.516095), (13.738644, 100.515923), (13.738763, 100.515866), (13.739023, 100.515896), (13.74036, 100.5159), (13.740499, 100.516055), (13.740379, 100.51623), (13.740248, 100.516286), (13.739962, 100.516282)]",0.0,29,บางเขน-ถนนวิภาวดีรังสิต-หัวลำโพง,Bang Khen - Vibhavadi Rangsit Road - Hua Lamphong
17,1-1,main,back,"[(13.740001, 100.516279), (13.738781, 100.516076), (13.738604, 100.51622), (13.738494, 100.517073), (13.740881, 100.517519), (13.740902, 100.51768), (13.740438, 100.520812), (13.740196, 100.522419), (13.735821, 100.521617), (13.734602, 100.524557), (13.733106, 100.528375), (13.733393, 100.528752), (13.749296, 100.531069), (13.752887, 100.531622), (13.754278, 100.532249), (13.755528, 100.532915), (13.7573, 100.533816), (13.757904, 100.534095), (13.758991, 100.531647), (13.761842, 100.52563), (13.765994, 100.527301), (13.770332, 100.529036), (13.773013, 100.53021), (13.776294, 100.531511), (13.78337, 100.534543), (13.792412, 100.53817), (13.795014, 100.538631), (13.79578, 100.538649), (13.796443, 100.538601), (13.796946, 100.538423), (13.797306, 100.538485), (13.797795, 100.539152), (13.798037, 100.539958), (13.797687, 100.543563), (13.797718, 100.549819), (13.798175, 100.55096), (13.811285, 100.558739), (13.811889, 100.55882), (13.812754, 100.558739), (13.813942, 100.558943), (13.826079, 100.557773), (13.835653, 100.556861), (13.838758, 100.557312), (13.840737, 100.557848), (13.844528, 100.559688), (13.855175, 100.565401), (13.86632, 100.571302), (13.878819, 100.578319), (13.88486, 100.581666), (13.896517, 100.588269), (13.896275, 100.588545), (13.884239, 100.581998), (13.87645, 100.596271), (13.876634, 100.597295), (13.876066, 100.59761), (13.87539, 100.59755), (13.874575, 100.596902), (13.874377, 100.596321), (13.873132, 100.595511)]",1.0,29,หัวลำโพง-ถนนวิภาวดีรังสิต-บางเขน,Hua Lamphong - Vibhavadi Rangsit Road - Bang Khen
18,1-10,main,go,"[(13.86932, 100.592966), (13.874809, 100.596099), (13.875153, 100.596152), (13.875569, 100.596142), (13.875944, 100.596324), (13.876319, 100.596646), (13.876528, 100.596979), (13.876392, 100.597472), (13.876153, 100.59758), (13.875715, 100.59758), (13.875142, 100.59729), (13.874569, 100.597397), (13.873903, 100.597644), (13.873455, 100.598159), (13.868434, 100.607353), (13.861539, 100.620303), (13.855622, 100.631268), (13.845768, 100.649443), (13.840309, 100.659442), (13.838788, 100.662468), (13.838392, 100.662468), (13.830871, 100.659227), (13.82162, 100.655322), (13.811597, 100.650966), (13.804408, 100.647597), (13.803825, 100.647469), (13.803241, 100.647662), (13.794531, 100.651674), (13.792343, 100.652618), (13.791884, 100.65279), (13.791384, 100.652576), (13.785341, 100.64852), (13.780522, 100.645216), (13.779474, 100.644534), (13.778943, 100.644304), (13.775213, 100.645366), (13.774733, 100.645645), (13.772337, 100.647254), (13.766157, 100.647984), (13.765949, 100.645409), (13.764261, 100.645548), (13.762562, 100.64573), (13.760822, 100.645645), (13.758831, 100.645784), (13.756987, 100.645945), (13.755903, 100.646042), (13.754944, 100.646031), (13.7541, 100.645881), (13.753392, 100.645816), (13.751558, 100.645183), (13.747264, 100.644003), (13.746451, 100.643789), (13.743252, 100.643059), (13.741032, 100.64248), (13.738327, 100.641825), (13.738324, 100.641853), (13.738202, 100.643097), (13.738249, 100.643622), (13.738067, 100.645339)]",2.0,95,บางเขน-สถานีรถไฟฟ้าหัวหมาก,Bang Khen - Hua Mak BTS Station
19,1-10,main,back,"[(13.738017, 100.645347), (13.738202, 100.643586), (13.738153, 100.643134), (13.738226, 100.642482), (13.738299, 100.641785), (13.738332, 100.641649), (13.740094, 100.642104), (13.742387, 100.642684), (13.743351, 100.642882), (13.745159, 100.643343), (13.746592, 100.643671), (13.748379, 100.644153), (13.749755, 100.644572), (13.750818, 100.64484), (13.751943, 100.645162), (13.752787, 100.645419), (13.753504, 100.645684), (13.753616, 100.645725), (13.7546, 100.645848), (13.75532, 100.645897), (13.756435, 100.645859), (13.758092, 100.645693), (13.76029, 100.645505), (13.761614, 100.645516), (13.762619, 100.645602), (13.764261, 100.645548), (13.765647, 100.645334), (13.766199, 100.645301), (13.766209, 100.645773), (13.766428, 100.647801), (13.772201, 100.647114), (13.772399, 100.647093), (13.772993, 100.646707), (13.774827, 100.645312), (13.775265, 100.645194), (13.779089, 100.644153), (13.779412, 100.644271), (13.785581, 100.648456), (13.791645, 100.652586), (13.791968, 100.652608), (13.792385, 100.652436), (13.798553, 100.649679), (13.803533, 100.647415), (13.804033, 100.647361), (13.804586, 100.647544), (13.811139, 100.65058), (13.818286, 100.653702), (13.823933, 100.656084), (13.832152, 100.659614), (13.838465, 100.662328), (13.83859, 100.662328), (13.841184, 100.657511), (13.846132, 100.64838), (13.852268, 100.637062), (13.860956, 100.620947), (13.872226, 100.599918), (13.873392, 100.597773), (13.873934, 100.5973), (13.874611, 100.596968), (13.874632, 100.5967), (13.87458, 100.596367), (13.874226, 100.595992), (13.86932, 100.593106)]",3.0,95,สถานีรถไฟฟ้าหัวหมาก-บางเขน,Hua Mak BTS Station - Bang Khen
20,1-11,split,go,"[(13.986549, 100.60355), (13.986928, 100.60598), (13.98824, 100.61304), (13.988855, 100.6157), (13.981099, 100.617095), (13.968636, 100.619284), (13.958599, 100.621022), (13.956725, 100.621258), (13.955142, 100.621), (13.952956, 100.620142), (13.943855, 100.614928), (13.931714, 100.608169), (13.914859, 100.598706), (13.898535, 100.589865), (13.884329, 100.581905), (13.880736, 100.588074), (13.876288, 100.595992), (13.875903, 100.596324), (13.874559, 100.597161), (13.873934, 100.597654), (13.873559, 100.598105), (13.869893, 100.604778), (13.863737, 100.616323), (13.853851, 100.634648), (13.843622, 100.653616), (13.838934, 100.662178), (13.838658, 100.662607), (13.83732, 100.661985), (13.824204, 100.656352), (13.810139, 100.650301), (13.806534, 100.648649), (13.804763, 100.647705), (13.804158, 100.647512), (13.803492, 100.647662), (13.798386, 100.649893), (13.792822, 100.652425), (13.791884, 100.65279), (13.791509, 100.652661), (13.785591, 100.648606), (13.780522, 100.645216), (13.780683, 100.645028), (13.77987, 100.642319), (13.778776, 100.640892), (13.775338, 100.641267)]",4.0,95A,รังสิต-บางกะปิ,Rangsit - Bang Kapi
21,1-11,split,back,"[(13.775108, 100.641203), (13.767981, 100.642029), (13.766314, 100.64498), (13.766168, 100.645473), (13.766428, 100.647801), (13.768585, 100.647469), (13.769544, 100.64734), (13.772337, 100.647254), (13.772649, 100.646889), (13.774879, 100.645398), (13.775484, 100.645087), (13.779089, 100.644153), (13.779412, 100.644271), (13.78955, 100.651159), (13.791645, 100.652586), (13.791968, 100.652608), (13.803533, 100.647415), (13.804033, 100.647361), (13.804586, 100.647544), (13.811472, 100.650687), (13.828412, 100.658004), (13.838465, 100.662328), (13.845497, 100.649528), (13.860747, 100.621333), (13.873184, 100.59818), (13.873601, 100.597537), (13.873934, 100.5973), (13.87583, 100.596163), (13.876226, 100.595691), (13.883496, 100.582902), (13.8841, 100.581851), (13.884475, 100.581143), (13.887412, 100.583085), (13.897066, 100.588524), (13.905658, 100.593116), (13.912063, 100.596839), (13.917666, 100.600047), (13.924674, 100.603952), (13.933047, 100.608705), (13.940721, 100.612836), (13.95181, 100.619198), (13.953029, 100.61982), (13.953955, 100.620314), (13.955309, 100.620689), (13.955611, 100.620679), (13.955757, 100.620464), (13.956038, 100.620014), (13.956361, 100.61982), (13.956652, 100.619874), (13.956975, 100.620142), (13.957162, 100.620475), (13.957454, 100.620754), (13.958079, 100.620668), (13.964721, 100.619477), (13.971603, 100.618222), (13.978964, 100.616966), (13.983805, 100.616119), (13.987751, 100.615443), (13.988011, 100.615207), (13.988105, 100.614831), (13.987824, 100.612857), (13.986283, 100.603673)]",5.0,95A,บางกะปิ-รังสิต,Bang Kapi - Rangsit
22,1-12E,main,go,"[(13.86958, 100.593079), (13.86631, 100.591325), (13.855435, 100.584962), (13.839601, 100.575671), (13.828433, 100.568976), (13.816161, 100.561874), (13.812681, 100.559835), (13.811556, 100.5599), (13.807367, 100.560179), (13.79278, 100.561659), (13.790572, 100.561895), (13.789425, 100.561938), (13.787654, 100.561402), (13.781027, 100.557818), (13.770878, 100.552003), (13.766188, 100.549278), (13.764354, 100.54827), (13.762041, 100.547304), (13.760811, 100.546339), (13.759748, 100.545223), (13.759144, 100.544922), (13.758456, 100.544751), (13.757581, 100.544772), (13.756893, 100.544944), (13.755809, 100.545373), (13.755226, 100.54563), (13.754184, 100.546339), (13.753704, 100.546811), (13.753079, 100.547733), (13.752495, 100.548484), (13.751453, 100.549192), (13.750578, 100.5496), (13.744888, 100.550351), (13.736926, 100.551274), (13.726691, 100.55239), (13.719354, 100.553076), (13.718707, 100.553462), (13.717978, 100.554149), (13.716914, 100.555608), (13.71581, 100.557647), (13.712037, 100.562582), (13.711578, 100.563741), (13.715497, 100.565538), (13.718905, 100.567152), (13.719614, 100.565339), (13.719624, 100.564728), (13.718895, 100.563269), (13.718926, 100.562153), (13.719791, 100.559921)]",6.0,107E,บางเขน-คลองเตย,Bang Khen - Khlong Toei
23,1-12E,main,back,"[(13.719791, 100.559921), (13.720125, 100.559117), (13.720651, 100.557631), (13.71753, 100.558248), (13.717217, 100.559074), (13.714715, 100.565404), (13.711161, 100.563676), (13.711276, 100.563344), (13.71164, 100.562593), (13.71336, 100.560372), (13.715862, 100.557228), (13.716195, 100.556574), (13.716716, 100.555619), (13.71705, 100.555008), (13.71804, 100.553634), (13.719124, 100.55299), (13.720396, 100.552733), (13.72592, 100.552261), (13.737384, 100.551059), (13.746805, 100.549943), (13.75062, 100.549428), (13.751641, 100.548892), (13.7526, 100.548098), (13.753934, 100.546274), (13.755101, 100.54548), (13.756164, 100.545073), (13.75781, 100.544536), (13.758769, 100.544579), (13.759728, 100.544944), (13.761833, 100.546939), (13.766647, 100.549171), (13.771753, 100.552025), (13.780589, 100.556939), (13.786445, 100.560286), (13.788217, 100.561058), (13.789384, 100.561338), (13.791093, 100.561423), (13.794302, 100.561144), (13.802054, 100.560265), (13.810701, 100.559299), (13.811514, 100.559235), (13.812389, 100.559149), (13.812931, 100.559213), (13.813494, 100.559664), (13.81366, 100.560222), (13.824558, 100.56653), (13.837059, 100.573869), (13.852331, 100.582967), (13.869538, 100.593073)]",7.0,107E,คลองเตย-บางเขน,Khlong Toei - Bang Khen
