route_id,path_type,direction,seq,sid,sname,name_e,lat,lon,path_id
1-44,main,go,0,4614,แยกสีหบุรานุกิจ,Sihaburanukit Intersection,13.8165390441024,100.734762058912,113
1-44,main,go,1,4615,การสื่อสารโทรคมนาคมมีนบุรี,Minburi Telecommunications,13.816701988,100.73493901,113
1-44,main,go,2,4614,แยกสีหบุรานุกิจ,Sihaburanukit Intersection,13.8165390441024,100.734762058912,113
1-44,main,go,3,4615,การสื่อสารโทรคมนาคมมีนบุรี,Minburi Telecommunications,13.816701988,100.73493901,113
1-44,main,go,4,2523,ตรงข้ามเมกาโฮมมีนบุรี,Opposite Mega Home Min Buri,13.81914063,100.735052,113
1-44,main,go,5,4614,แยกสีหบุรานุกิจ,Sihaburanukit Intersection,13.8165390441024,100.734762058912,113
1-44,main,go,6,4615,การสื่อสารโทรคมนาคมมีนบุรี,Minburi Telecommunications,13.816701988,100.73493901,113
1-44,main,go,7,3096,เคหะรามคำแหง บิ๊กซีซุปเปอร์เซ็นเตอร์ สุขาภิบาล 3,"Kheha Ramkhamhaeng, Big C Supercenter Sukaphiban 3 ",13.80754008,100.7277309,113
1-44,main,go,8,2768,บิ๊กซีสุขาภิบาล 3,Big C Sukhaphiban 3,13.80700729,100.7270947,113
1-44,main,go,9,2816,เคหะชุมชนรามคำแหง,Ramkhamhaeng Community Housing,13.80651614,100.7271827,113
1-44,main,go,10,3048,กรมสรรพากรพื้นที่ 11,Bangkok Area Revenue Office 11,13.79840945,100.7136702,113
1-44,main,go,11,3060,ตรงข้ามโรงเรียนโสมาภานุสสรณ์,Opposite Soma Panusorn School,13.77556755,100.6713054,113
1-44,main,go,12,3080,โรงเรียนโสมาภานุสสรณ์,Soma Phanusorn School,13.77587668,100.671182,113
1-44,main,go,13,4003,ตรงข้ามวัดศรีบุญเรือง,Wat Siboonrueang,13.7652724008311,100.654039511582,113
1-44,main,go,14,4102,วัดศรีบุญเรือง,Wat Siboonrueang,13.7654959200059,100.653893083757,113
1-44,main,go,15,4004,บางกะปิสแควร์,Bang Kapis Square,13.7638419907393,100.651176977157,113
1-44,main,go,16,4101,ตรงข้ามบางกะปิสแควร์,Opposite Bang Kapis Square,13.7639602408405,100.650705084808,113
1-44,main,go,17,369,ซอยรามคำแหง 43/1,Ramkhamhaeng Road Soi 43/1,13.758973753,100.61699747,113
1-44,main,go,18,4014,อาคารเศรษฐศาตร์มหาวิทยาลัยรามคำแหง,Ramkhamhaeng Universitty,13.7563922893321,100.614743605859,113
1-44,main,go,19,4089,เมเจอร์รามคำแหง โรงเรียนวัดเทพลีลา,Major Ramkhamngae,13.7564922551752,100.614445785612,113
1-44,main,go,20,4017,ตรงข้ามฟู้ดแลนด์ เพอร์เฟคเพลส,Foodland (Opposite)  Perfect Place.,13.7492190712313,100.607509149456,113
1-44,main,go,21,4083,ยูเอ็มทาวน์เวอร์คลองตัน,UM Tower Khlongton,13.7423208959876,100.601379289913,113
1-44,main,go,22,4314,แยกมิตรสัมพันธ์(ถนนสุขุมวิท 3),Mitsamphan Intersection,13.749171868,100.55436809,113
1-44,main,go,23,2895,โรงเรียนมักกะสันพิทยา,Makkasan Pittaya School,13.74982906,100.5532038,113
1-44,main,go,24,2911,ตรงข้ามโรงเรียนมักกะสันพิทยา,Opposite Makkasan Pittaya School,13.75006497,100.5533902,113
1-44,main,go,25,2896,วัดดิสหงษาราม,Dis Hongsaram Temple,13.74977198,100.551317,113
1-44,main,go,26,2898,แยกประตูน้ำ,Pratunam Intersection,13.74967678,100.5423188,113
1-44,main,go,27,3074,มาบุญครอง,MBK Center,13.74443737,100.5303527,113
1-44,main,go,28,4814,แยกมหานคร  ตรงข้ามศาลแรงงานกลาง,Opposite Central Labor Court,13.7365093249397,100.520049735439,113
1-44,main,go,29,4596,สถานีรถไฟหัวลำโพง(ฝั่งรองเมือง),Train Station Hua Lamphong,13.738683035,100.5170285,113
1-44,main,go,30,4596,สถานีรถไฟหัวลำโพง(ฝั่งรองเมือง),Train Station Hua Lamphong,13.738683035,100.5170285,113
1-44,main,go,31,4668,ท่าปล่อยรถ หัวลำโพง,Bus Terminal ua Lamphong,13.740274628,100.51583424,113
1-44,main,go,32,4749,สถานีรถไฟหัวลำโพง,Bangkok Hua Lamphong Railway Station,13.73965572,100.51629654,113
1-44,main,go,33,4749,สถานีรถไฟหัวลำโพง,Bangkok Hua Lamphong Railway Station,13.73965572,100.51629654,113
1-44,main,go,34,4668,ท่าปล่อยรถ หัวลำโพง,Bus Terminal ua Lamphong,13.740274628,100.51583424,113
1-44,main,go,35,4749,สถานีรถไฟหัวลำโพง,Bangkok Hua Lamphong Railway Station,13.73965572,100.51629654,113
1-44,main,back,0,4668,ท่าปล่อยรถ หัวลำโพง,Bus Terminal ua Lamphong,13.740274628,100.51583424,113
1-44,main,back,1,4668,ท่าปล่อยรถ หัวลำโพง,Bus Terminal ua Lamphong,13.740274628,100.51583424,113
1-44,main,back,2,4749,สถานีรถไฟหัวลำโพง,Bangkok Hua Lamphong Railway Station,13.73965572,100.51629654,113
1-44,main,back,3,4749,สถานีรถไฟหัวลำโพง,Bangkok Hua Lamphong Railway Station,13.73965572,100.51629654,113
1-44,main,back,4,4668,ท่าปล่อยรถ หัวลำโพง,Bus Terminal ua Lamphong,13.740274628,100.51583424,113
1-44,main,back,5,4749,สถานีรถไฟหัวลำโพง,Bangkok Hua Lamphong Railway Station,13.73965572,100.51629654,113
1-44,main,back,6,4596,สถานีรถไฟหัวลำโพง(ฝั่งรองเมือง),Train Station Hua Lamphong,13.738683035,100.5170285,113
1-44,main,back,7,4596,สถานีรถไฟหัวลำโพง(ฝั่งรองเมือง),Train Station Hua Lamphong,13.738683035,100.5170285,113
1-44,main,back,8,4596,สถานีรถไฟหัวลำโพง(ฝั่งรองเมือง),Train Station Hua Lamphong,13.738683035,100.5170285,113
1-44,main,back,9,4050,ศาลแรงงานกลาง,Central Labour Court,13.7363589148095,100.519588801088,113
1-44,main,back,10,4814,แยกมหานคร  ตรงข้ามศาลแรงงานกลาง,Opposite Central Labor Court,13.7365093249397,100.520049735439,113
1-44,main,back,11,368,คริสตจักรสะพานเหลือง,Saphan Lueng Church,13.7348427646071,100.523342111965,113
1-44,main,back,12,4054,จุฬาลงกรณ์ 9,Chulalongkorn 9,13.7349351394535,100.523934186563,113
1-44,main,back,13,3070,ป้ายรถประจำทาง สามย่าน,Sam Yan bus stop,13.73417265,100.5290998,113
1-44,main,back,14,3071,สามย่านมิตรทาวน์,Sam Yan Mit Town,13.73419817,100.5288353,113
1-44,main,back,15,2907,ตรงข้ามพันธุ์ทิพย์ประตูน้ำ,Pantip Pratunam (Opposite),13.75143649,100.5371975,113
1-44,main,back,16,2898,แยกประตูน้ำ,Pratunam Intersection,13.74967678,100.5423188,113
1-44,main,back,17,2908,พาลาเดียมประตูน้ำ,Pratunam Prathan,13.74960256,100.5441393,113
1-44,main,back,18,2896,วัดดิสหงษาราม,Dis Hongsaram Temple,13.74977198,100.551317,113
1-44,main,back,19,2894,อาคารธนภูมิ,Thanapoom Building,13.74967818,100.5558012,113
1-44,main,back,20,4571,ชาญอิสสระทาวเวอร์2เพชรบุรีตัดใหม่,Charn Issara Tower II,13.74398675,100.58757878,113
1-44,main,back,21,2921,ตลาดคลองตัน(ขาออก),Klongtan Market (Outbound),13.74151841,100.5995834,113
1-44,main,back,22,4135,ตลาดคลองตัน(เพชรบุรี42),Klong Tan Market,13.7413112266671,100.599413408311,113
1-44,main,back,23,4083,ยูเอ็มทาวน์เวอร์คลองตัน,UM Tower Khlongton,13.7423208959876,100.601379289913,113
1-44,main,back,24,4083,ยูเอ็มทาวน์เวอร์คลองตัน,UM Tower Khlongton,13.7423208959876,100.601379289913,113
1-44,main,back,25,4019,ตรงข้ามการไฟฟ้านครหลวงเขตบางกะปิ,Metropolitan Electricity Authority Bang Kapi,13.7440827604628,100.602408481088,113
1-44,main,back,26,369,ซอยรามคำแหง 43/1,Ramkhamhaeng Road Soi 43/1,13.758973753,100.61699747,113
1-44,main,back,27,4091,ตรงข้ามมหาวิทยาลัยรามคำแหง,Ramkhamhaeng Universitty (Opposite),13.759570523,100.61814146,113
1-44,main,back,28,4010,บริษัทโอสถสภา ซอยรามคำแหง 26/1,Osotspa Company  Soi Ramkhamngae 26/1,13.7608889569887,100.630590713263,113
1-44,main,back,29,4100,บางกะปิคอนโด(แยกสวนสน),Bang Kapi Condominium (Suan Son),13.763240256,100.6489734,113
1-44,main,back,30,4101,ตรงข้ามบางกะปิสแควร์,Opposite Bang Kapis Square,13.7639602408405,100.650705084808,113
1-44,main,back,31,3062,หมู่บ้านรุ่งกิจ,Rungkit 1 Village,13.77311493,100.6668711,113
1-44,main,back,32,3094,ตรงข้ามโรงเรียนเทพอักษร,Thep Aksorn School (Opposite),13.8005507,100.7170515,113
1-44,main,back,33,2817,ตรงข้ามซอยรามคำแหง 199,Ramkhamhaeng Soi 199 (Opposite),13.80364714,100.7241125,113
1-44,main,back,34,3046,ตรงข้ามโลตัสสุขาภิบาล 3,Opposite Lotus Sukhaphiban 3,13.8047621,100.7256903,113
1-44,main,back,35,3095,ตรงข้ามหมู่บ้านรินทร์ทอง,Rinthong Village,13.80503278,100.7254406,113
1-44,main,back,36,3046,ตรงข้ามโลตัสสุขาภิบาล 3,Opposite Lotus Sukhaphiban 3,13.8047621,100.7256903,113
1-44,main,back,37,3095,ตรงข้ามหมู่บ้านรินทร์ทอง,Rinthong Village,13.80503278,100.7254406,113
1-44,main,back,38,3096,เคหะรามคำแหง บิ๊กซีซุปเปอร์เซ็นเตอร์ สุขาภิบาล 3,"Kheha Ramkhamhaeng, Big C Supercenter Sukaphiban 3 ",13.80754008,100.7277309,113
1-44,main,back,39,388,สถานีตำรวจมีนบุรี,Police Station Minburi,13.8150530587099,100.734409335859,113
1-45,main,go,0,2015,ตรงข้ามสวนสยาม,Siam Park City (Opposite),13.804519742,100.69142608,115
1-45,main,go,1,2013,ซอยสวนสยาม 11 คริสจักรนาซารีน,Soi Suansayam 11,13.801513743,100.69087161,115
1-45,main,go,2,1889,ซอยสวนสยาม 26 ทางเข้าสถานีตำรวจบางชัน,Soi Suansayam 26,13.798773224,100.68963028,115
1-45,main,go,3,3996,สุเหร่าคลองกุ่ม,Khlong Kum Mosque,13.782778233,100.6723893,115
1-45,main,go,4,3999,โรงเรียนชินวร,Chinawon School,13.7786678669053,100.665777884561,115
1-45,main,go,5,1646,แยกนิด้า(ขาเข้า),NIDA Intersection,13.7717234832051,100.653663705229,115
1-45,main,go,6,1676,สถาบันนิด้า มหาวิทยาลัยนิด้า,NIDA Institution,13.7719812197507,100.654145638245,115
1-45,main,go,7,1644,โรงเรียนบางกะปิ,Bang Kapi School,13.7699753200515,100.652394899259,115
1-45,main,go,8,1643,เคหะคลองจั่นแฟลต 28,Khlong Chan Housing Flat 28,13.76852514,100.6510937,115
1-45,main,go,9,1642,ซอยเสรีไทย 3,Soi Serithai 3,13.76716534,100.6494249,115
1-45,main,go,10,1679,แยกบางกะปิ,Bang Kapi Intersection,13.766474,100.649044,115
1-45,main,go,11,4009,บริษัทไทยน้ำทิพย์รามคำแหง,Thai Namthip Limited Ramkhamngae,13.7612070635397,100.633349574141,115
1-45,main,go,12,4011,สถานีตำรวจหัวหมาก สนามกีฬาหัวหมาก,Police station Hua Mark,13.760413798,100.62616072,115
1-45,main,go,13,4091,ตรงข้ามมหาวิทยาลัยรามคำแหง,Ramkhamhaeng Universitty (Opposite),13.759570523,100.61814146,115
1-45,main,go,14,369,ซอยรามคำแหง 43/1,Ramkhamhaeng Road Soi 43/1,13.758973753,100.61699747,115
1-45,main,go,15,4084,การไฟฟ้าย่อยบางกะปิ,MEA Bangkapi Substation,13.7443961665684,100.602367655439,115
1-45,main,go,16,4083,ยูเอ็มทาวน์เวอร์คลองตัน,UM Tower Khlongton,13.7423208959876,100.601379289913,115
1-45,main,go,17,4024,สุเหร่าสามอิน,Sam-in Mosques,13.7282196805355,100.596090230736,115
1-45,main,go,18,4075,ซอยปรีดี พนมยงค์ 19,Soi Pridi Banomyong 19,13.7247148772203,100.595781220346,115
1-45,main,go,19,4031,ซอยภูมิจิตร,Soi Phumichit,13.71311461,100.59119671,115
1-45,main,go,20,4032,ธนาคารกรุงศรีอยุธยา(ถนนพระราม4ขาเข้า),Krungsi Bank,13.712629718,100.58931013,115
1-45,main,go,21,4036,มหาวิทยาลัยกรุงเทพกล้วยน้ำไท,Bangkok University (City Campus),13.7133956329993,100.579907410303,115
1-45,main,go,22,4068,ตรงข้ามมหาวิทยาลัยกรุงเทพกล้วยน้ำไท,opposite Bangkok University (City Campus),13.7135867480019,100.580078994675,115
1-45,main,go,23,3740,ซอยโชคดี(ธนาคารกรุงศรีอยุธยา),Soi Chok Di,13.71914741,100.5634801,115
1-45,main,go,24,3739,ซอยโชคดี,Soi Chok Di,13.71894522,100.5626824,115
1-45,main,back,0,3589,ตรงข้ามโรบินสันบางรัก,Robinson Bang Rak (Opposite),13.7200053,100.5157902,115
1-45,main,back,1,3614,โรบินสันบางรัก,Robinson Bang Rak,13.72077654,100.5159918,115
1-45,main,back,2,3261,รพ.เลิดสิน,Lerdsin Hospital,13.7223114,100.5173031,115
1-45,main,back,3,3257,สีลมพลาซ่า,Silom Plaza,13.72579222,100.5269968,115
1-45,main,back,4,3740,ซอยโชคดี(ธนาคารกรุงศรีอยุธยา),Soi Chok Di,13.71914741,100.5634801,115
1-45,main,back,5,4041,ซอยชัยมงคล1,Soi Chai Mongkhon 1,13.7190212633648,100.563753261335,115
1-45,main,back,6,4039,เอ็นที คลองเตย,Khlong Toei,13.716156225964,100.573416129524,115
1-45,main,back,7,4027,สถานทูตไนจีเรีย,Nigerian Embassy,13.7227356403266,100.595895399913,115
1-45,main,back,8,4020,ตลาดคลองตัน,Klongtan Market,13.7399578118446,100.599616436595,115
1-45,main,back,9,4082,ตลาดคลองตัน ตรงข้ามโรงเรียนเขียนแบบก่อสร้างและเครื่องกล,Klong Tan Market,13.7401601113753,100.599488699221,115
1-45,main,back,10,4083,ยูเอ็มทาวน์เวอร์คลองตัน,UM Tower Khlongton,13.7423208959876,100.601379289913,115
1-45,main,back,11,4083,ยูเอ็มทาวน์เวอร์คลองตัน,UM Tower Khlongton,13.7423208959876,100.601379289913,115
1-45,main,back,12,4091,ตรงข้ามมหาวิทยาลัยรามคำแหง,Ramkhamhaeng Universitty (Opposite),13.759570523,100.61814146,115
1-45,main,back,13,4010,บริษัทโอสถสภา ซอยรามคำแหง 26/1,Osotspa Company  Soi Ramkhamngae 26/1,13.7608889569887,100.630590713263,115
1-45,main,back,14,1679,แยกบางกะปิ,Bang Kapi Intersection,13.766474,100.649044,115
1-45,main,back,15,1643,เคหะคลองจั่นแฟลต 28,Khlong Chan Housing Flat 28,13.76852514,100.6510937,115
1-45,main,back,16,1644,โรงเรียนบางกะปิ,Bang Kapi School,13.7699753200515,100.652394899259,115
1-45,main,back,17,3999,โรงเรียนชินวร,Chinawon School,13.7786678669053,100.665777884561,115
1-45,main,back,18,4106,ตรงข้ามโรงเรียนชินวร,Chinawon School (Opposite),13.7785775083883,100.665056966316,115
1-45,main,back,19,4109,ตรงข้ามสุเหร่าคลองกุ่ม,Khlong Kum Mosque (Opposite),13.782302615,100.67208512,115
1-45,main,back,20,1889,ซอยสวนสยาม 26 ทางเข้าสถานีตำรวจบางชัน,Soi Suansayam 26,13.798773224,100.68963028,115
1-45,main,back,21,2015,ตรงข้ามสวนสยาม,Siam Park City (Opposite),13.804519742,100.69142608,115
1-46,main,go,0,2486,ตรงข้ามวัดใหม่ลำนกแขวก การไฟฟ้าย่อยหนองจอก วินเซอร์ปาร์คแอนค์กอล์ฟคลับ,Wat Mai Lamnok Kwaek (Opposite)  MEA Substation Nong Chok,13.81010664,100.8069802,131
1-46,main,go,1,2519,ซอยสุวินทวงศ์ 28,Soi Suwinthawong 28,13.81349906,100.7683134,131
1-46,main,go,2,388,สถานีตำรวจมีนบุรี,Police Station Minburi,13.8150530587099,100.734409335859,131
1-46,main,go,3,1674,แยกมีนบุรีตรงข้ามตะเกียง ปั้มบางจาก,Min Buri Intersection,13.8124926319085,100.720044527614,131
1-46,main,go,4,2525,โรงพยาบาลเสรีรักษ์,Seri Rak Hospital,13.81061339,100.7167963,131
1-46,main,go,5,2469,ปากทางเข้าสวนสยาม,Siam Park City,13.79584061,100.6921437,131
1-46,main,go,6,2533,ตรงข้ามปากทางสวนสยาม,Siam Park (Opposite),13.79543287,100.6918248,131
1-46,main,go,7,2465,บริษัทพานาโซนิค,Panasonic,13.79067869,100.680011,131
1-46,main,go,8,2464,ตรงข้ามนวธานี,Nawa Thani (Opposite),13.78855206,100.6779938,131
1-46,main,go,9,3994,ตรงข้ามหมู่บ้านสหกรณ์,Sahakon Village (Opposite),13.786056025981,100.675996965649,131
1-46,main,go,10,4111,หมู่บ้านสหกรณ์,Cooperative Village,13.786205460686,100.675816025859,131
1-46,main,go,11,3996,สุเหร่าคลองกุ่ม,Khlong Kum Mosque,13.782778233,100.6723893,131
1-46,main,go,12,4109,ตรงข้ามสุเหร่าคลองกุ่ม,Khlong Kum Mosque (Opposite),13.782302615,100.67208512,131
1-46,main,go,13,3999,โรงเรียนชินวร,Chinawon School,13.7786678669053,100.665777884561,131
1-46,main,go,14,4106,ตรงข้ามโรงเรียนชินวร,Chinawon School (Opposite),13.7785775083883,100.665056966316,131
1-46,main,go,15,966,ศรีบูรพา21,Sri Burapha 21,13.77427634,100.6534458,131
1-46,main,go,16,987,แยกนิด้า(ขาออก),Nida Intersection,13.7738627923071,100.653763261335,131
1-46,main,go,17,966,ศรีบูรพา21,Sri Burapha 21,13.77427634,100.6534458,131
1-46,main,go,18,986,ซอยศรีบูรพา 18,Soi Sri Burapha 18,13.77560607,100.653238,131
1-46,main,go,19,967,ศรีบูรพา 16(การ์เด้น),Sri Burapha 16 (Garden),13.7777991771705,100.652073948492,131
1-46,main,go,20,985,ซอยศรีบูรพา 15,Soi Sri Burapha 15,13.7781615570024,100.652018798739,131
1-46,main,go,21,3191,สำนักงานที่ดินเขตบางกะปิ,Land Office Bang Kapi,13.7837181,100.6471829,131
1-46,main,go,22,3191,สำนักงานที่ดินเขตบางกะปิ,Land Office Bang Kapi,13.7837181,100.6471829,131
1-46,main,go,23,3249,ตรงข้ามหมู่บ้านแฮปปี้แลนด์,Opposite the Happy Land Village,13.78033032,100.6441223,131
1-46,main,go,24,3249,ตรงข้ามหมู่บ้านแฮปปี้แลนด์,Opposite the Happy Land Village,13.78033032,100.6441223,131
1-46,main,back,0,3560,เดอะมอลล์บางกะปิ,The Mall Bangkapi,13.76758243,100.6421451,131
1-46,main,back,1,3256,ตรงข้ามตลาดบางกะปิ,Opposite Bang Kapi Market,13.76605591,100.6465088,131
1-46,main,back,2,1642,ซอยเสรีไทย 3,Soi Serithai 3,13.76716534,100.6494249,131
1-46,main,back,3,1679,แยกบางกะปิ,Bang Kapi Intersection,13.766474,100.649044,131
1-46,main,back,4,1643,เคหะคลองจั่นแฟลต 28,Khlong Chan Housing Flat 28,13.76852514,100.6510937,131
1-46,main,back,5,3998,คลองบางเตย(ขาเข้า),ฺBang Toei Canal,13.7796485450743,100.66776978628,131
1-46,main,back,6,4107,คลองบางเตย(ขาออก),Bang Toei Canal,13.7799516063927,100.667806657467,131
1-46,main,back,7,4109,ตรงข้ามสุเหร่าคลองกุ่ม,Khlong Kum Mosque (Opposite),13.782302615,100.67208512,131
1-46,main,back,8,3995,เทสโก้ โลตัส เสรีไทย,Tesco Lotus Seri Thai,13.784280893,100.674002066527,131
1-46,main,back,9,4110,ตรงข้ามโลตัสเสรีไทย,Opposite Lotus Seri Thai,13.7844296307408,100.674451264771,131
1-46,main,back,10,2536,ตรงข้ามบริษัทพานาโซนิค,Panasonic Company (Opposite),13.79072075,100.6808434,131
1-46,main,back,11,4140,ตลาดมีนบุรี(ตลาดสด),Minburi Market (Fresh Market),13.813025527,100.72820742,131
1-46,main,back,12,2022,แยกสุวินทวงศ์-รามคำแหง การไฟฟ้านครหลวงเขตมีนบุรี,Suwin Thawong Intersection - Ramkhamhaeng,13.8153077629748,100.742512207194,131
1-46,main,back,13,2497,โรงพยาบาลสัตว์เล็ก ม.เทคโนโลยีมหานคร,Small animal hospitalUniversity of Technology Mahanakorn,13.84636388,100.8579608,131
1-47,main,go,0,4579,ตลาดแฮปปี้แลนด์,Happyland Market,13.7715039169005,100.641717766527,143
1-47,main,go,1,4581,ตรงข้ามตลาดแฮปปี้แลนด์,Happyland Market Intersection,13.771510861,100.64149109,143
1-47,main,go,2,3560,เดอะมอลล์บางกะปิ,The Mall Bangkapi,13.76758243,100.6421451,143
1-47,main,go,3,3560,เดอะมอลล์บางกะปิ,The Mall Bangkapi,13.76758243,100.6421451,143
1-47,main,go,4,4100,บางกะปิคอนโด(แยกสวนสน),Bang Kapi Condominium (Suan Son),13.763240256,100.6489734,143
1-47,main,go,5,4101,ตรงข้ามบางกะปิสแควร์,Opposite Bang Kapis Square,13.7639602408405,100.650705084808,143
1-47,main,go,6,4003,ตรงข้ามวัดศรีบุญเรือง,Wat Siboonrueang,13.7652724008311,100.654039511582,143
1-47,main,go,7,4102,วัดศรีบุญเรือง,Wat Siboonrueang,13.7654959200059,100.653893083757,143
1-47,main,go,8,4002,ตลาดลำสาลี,Lam Sali Market,13.765935668,100.65516059,143
1-47,main,go,9,3063,ตรงข้ามหมู่บ้านเดชา 2,Decha 2 Village (Opposite),13.77145512,100.6640668,143
1-47,main,go,10,3084,ตรงข้ามหมู่บ้านคลองจั่นวิลล่า 4,Opposite Khlong Chan Villa Village 4,13.78573945,100.6891707,143
1-47,main,go,11,3046,ตรงข้ามโลตัสสุขาภิบาล 3,Opposite Lotus Sukhaphiban 3,13.8047621,100.7256903,143
1-47,main,go,12,3095,ตรงข้ามหมู่บ้านรินทร์ทอง,Rinthong Village,13.80503278,100.7254406,143
1-47,main,go,13,3046,ตรงข้ามโลตัสสุขาภิบาล 3,Opposite Lotus Sukhaphiban 3,13.8047621,100.7256903,143
1-47,main,go,14,3095,ตรงข้ามหมู่บ้านรินทร์ทอง,Rinthong Village,13.80503278,100.7254406,143
1-47,main,go,15,3096,เคหะรามคำแหง บิ๊กซีซุปเปอร์เซ็นเตอร์ สุขาภิบาล 3,"Kheha Ramkhamhaeng, Big C Supercenter Sukaphiban 3 ",13.80754008,100.7277309,143
1-47,main,go,16,3096,เคหะรามคำแหง บิ๊กซีซุปเปอร์เซ็นเตอร์ สุขาภิบาล 3,"Kheha Ramkhamhaeng, Big C Supercenter Sukaphiban 3 ",13.80754008,100.7277309,143
1-47,main,go,17,3045,หมู่บ้านรุ่งนภา 2,Rung Napha 2 Village,13.81071069,100.734038,143
1-47,main,go,18,2770,ปั้มก๊าซแอลพีจี ไทยก๊าซร่มเกล้า,Thai Gas Romklao,13.80848162,100.739063,143
1-47,main,go,19,4617,โรงงานไบโอ,Bio Manufacturing,13.794027556,100.74622301,143
1-47,main,go,20,4618,บริษัทสานติบรรจุภัณฑ์จำกัด,Sarnti Packaging Co. Ltd,13.7940498607763,100.745993835439,143
1-47,main,go,21,4620,โค้วยู่ฮะอีซูซุเซลส์ หมู่บ้านกฤษณาร่มเกล้า,Kritsana Romklao Village,13.7824111081272,100.746278281088,143
1-47,main,go,22,2778,ซอยร่มเกล้า 17,Romklao Soi 17,13.7754632,100.7465024,143
1-47,main,go,23,2779,แยกเคหะร่มเกล้า,Romklao Housing InterSection,13.77497306,100.746229,143
1-47,main,go,24,4141,ท่าปล่อยรถ พระจอมเกล้าลาดกระบัง,KMITL Bus Terminal,13.730977274,100.78437526,143
1-47,main,go,25,394,สจล.(คณะวิทยาศาสตร์),KMITL (Faculty of Science),13.7289491526198,100.778173763792,143
1-47,main,go,26,2797,สจล.(สำนักงานอธิการบดี),KMITL (Office of the President),13.72916428,100.7779267,143
1-47,main,go,27,4585,สจล.(คณะเทคโนโลยีการเกษตร),KMITL (Faculty of Argicultural Technology),13.724687747102,100.779794764866,143
1-47,main,go,28,4587,แยกลาดกระบัง-ฉลองกรุง(ถนนฉลองกรุงขาออก),Ladkrabang-Chalongkrung Intersection,13.722637589,100.78028611,143
1-47,main,back,0,4884,ตรงข้ามแยกประชาพัฒนา,Bangkok Suvarnabhumi University,13.7200252656254,100.796039092987,143
1-47,main,back,1,4831,แยกประชาพัฒนา,Bangkok Suvarnabhumi University,13.7198192895116,100.795836745671,143
1-47,main,back,2,4884,ตรงข้ามแยกประชาพัฒนา,Bangkok Suvarnabhumi University,13.7200252656254,100.796039092987,143
1-47,main,back,3,4831,แยกประชาพัฒนา,Bangkok Suvarnabhumi University,13.7198192895116,100.795836745671,143
1-47,main,back,4,4884,ตรงข้ามแยกประชาพัฒนา,Bangkok Suvarnabhumi University,13.7200252656254,100.796039092987,143
1-47,main,back,5,4586,แยกลาดกระบัง-ฉลองกรุง(ถนนฉลองกรุงขาเข้า),Ladkrabang-Chalongkrung Intersection,13.722647744,100.78016468,143
1-47,main,back,6,4587,แยกลาดกระบัง-ฉลองกรุง(ถนนฉลองกรุงขาออก),Ladkrabang-Chalongkrung Intersection,13.722637589,100.78028611,143
1-47,main,back,7,4586,แยกลาดกระบัง-ฉลองกรุง(ถนนฉลองกรุงขาเข้า),Ladkrabang-Chalongkrung Intersection,13.722647744,100.78016468,143
1-47,main,back,8,4587,แยกลาดกระบัง-ฉลองกรุง(ถนนฉลองกรุงขาออก),Ladkrabang-Chalongkrung Intersection,13.722637589,100.78028611,143
1-47,main,back,9,4585,สจล.(คณะเทคโนโลยีการเกษตร),KMITL (Faculty of Argicultural Technology),13.724687747102,100.779794764866,143
1-47,main,back,10,394,สจล.(คณะวิทยาศาสตร์),KMITL (Faculty of Science),13.7289491526198,100.778173763792,143
1-47,main,back,11,2797,สจล.(สำนักงานอธิการบดี),KMITL (Office of the President),13.72916428,100.7779267,143
1-47,main,back,12,4141,ท่าปล่อยรถ พระจอมเกล้าลาดกระบัง,KMITL Bus Terminal,13.730977274,100.78437526,143
1-47,main,back,13,2800,หลังแยกเจ้าคุณท่าหาน ฝั่งเจ้าคุณท่าหาน,After Chaokhun Thahan Junction Chaokhun Thahan Side,13.75060267,100.7926777,143
1-47,main,back,14,2771,ตรงข้ามมหาวิทยาลัยเกษมบัณฑิต ร่มเกล้า,Kasem Bundit (Romkhlo Campus) opposite,13.80422463,100.7413853,143
1-47,main,back,15,2814,มหาวิทยาลัยเกษมบัณฑิต ร่มเกล้า,Kasem Bundit (Romkhlo Campus),13.80440882,100.7410124,143
1-47,main,back,16,3044,ไทวัสดุ สุขาภิบาล 3,Thai Watsadu Sukhaphiban 3,13.81153634,100.7356002,143
1-47,main,back,17,3096,เคหะรามคำแหง บิ๊กซีซุปเปอร์เซ็นเตอร์ สุขาภิบาล 3,"Kheha Ramkhamhaeng, Big C Supercenter Sukaphiban 3 ",13.80754008,100.7277309,143
1-47,main,back,18,2768,บิ๊กซีสุขาภิบาล 3,Big C Sukhaphiban 3,13.80700729,100.7270947,143
1-47,main,back,19,2816,เคหะชุมชนรามคำแหง,Ramkhamhaeng Community Housing,13.80651614,100.7271827,143
1-47,main,back,20,2817,ตรงข้ามซอยรามคำแหง 199,Ramkhamhaeng Soi 199 (Opposite),13.80364714,100.7241125,143
1-47,main,back,21,2766,ตรงข้ามหมู่บ้านบัวขาว,Opposite Buakhao Village,13.80155241,100.7191539,143
1-47,main,back,22,3054,หมู่บ้านธารารมณ์,Thararom Village,13.78774656,100.6934954,143
1-47,main,back,23,3087,ตรงข้ามหมู่บ้านธารารมณ์,Thararom Village (Opposite),13.78791729,100.6930682,143
