route_id,path_type,direction,seq,sid,sname,name_e,lat,lon,path_id
2-50,main,go,25,2205,ตรงข้ามสตรีวิทยา 2,Satri Witthaya 2 (Opposite),13.8313264779628,100.615623752843,178
2-50,main,go,26,2169,ตรงข้ามร้านอาหารเมนูเวเทอเรส,The Terrace Restaurent (Opposite),13.8416244678862,100.593487459333,178
2-50,main,go,27,3805,BTS รัชโยธิน ทางออก 4,BTS Ratchayothin Exit 4,13.83010177,100.570176,178
2-50,main,go,28,3826,เมเจอร์รัชโยธิน,Major Ratchayothin,13.830399,100.5699898,178
2-50,main,back,0,3156,กัญญาเพลส อพาร์ทเม้นท์,Kanya Place Apartment,13.84021007,100.5768751,178
2-50,main,back,1,2167,ก่อนถึงแยกลาดปลาเค้า-ประเสริฐมนูกิจขาเข้า,Before Latplakhao-Prasoet Manukit Intersection Inbound,13.84101808,100.5963166,178
2-50,main,back,2,2199,หลังจากแยกลาดปลาเค้า-ประเสริฐมนูกิจขาออก,After Latplakhao - Prasoet Manukit Intersection Outbound,13.84130627,100.5964979,178
2-50,main,back,3,2166,ตรงข้ามพระนครฮอนด้าเกษตรตัดใหม่,Honda (Pranakorn) (Opposite),13.8384517992413,100.600961778035,178
2-50,main,back,4,2205,ตรงข้ามสตรีวิทยา 2,Satri Witthaya 2 (Opposite),13.8313264779628,100.615623752843,178
2-50,main,back,5,1756,ถนนสุคนธสวัสดิ์,Sukhonthasawat Road,13.83561213,100.6316908,178
2-50,main,back,6,1766,ซอยอยู่เย็น,Soi Yu Yen,13.8399363698854,100.633965143053,178
2-50,main,back,7,2179,ซอยนวลจันทร์ 21,Soi Nuanchan 21,13.8296120830013,100.638343739122,178
2-50,main,back,8,2177,ตรงข้ามหมู่บ้านฉัตรแก้ว,Opposite Muban Chat Kaeo,13.82576549,100.6409169,178
2-50,main,back,9,2193,หมู่บ้านนวลลดา,Nuanlada Village,13.820018297,100.63960692,178
2-50,main,back,10,2194,ตรงข้ามโรงเรียนคลองลำเจียก,Opposite Khlong Lamchiak School,13.81957493,100.6358623,178
2-50,main,back,11,2170,ตลาดนวลจันทร์(ถนนประเสริฐมนูกิจขาเข้า),Nuanchan Market,13.810571195,100.64884064,178
2-50,main,back,12,3200,ตรงข้ามวัดบางเตย,Opposite Bang Toei Temple,13.8024713,100.6478804,178
2-50,main,back,13,5325,วัดบางเตย,Wat Bang Toei,13.802929725,100.64795573,178
2-50,main,back,14,3241,หมู่บ้านสินธนา,Sinthana Village,13.80023245,100.6491436,178
2-50,main,back,15,3196,ตลาดอินทรารักษ์(ซอยนวมินทร์ 75),Inthrarak Market (Nawamin 75),13.79421562,100.6516165,178
2-50,main,back,16,3191,สำนักงานที่ดินเขตบางกะปิ,Land Office Bang Kapi,13.7837181,100.6471829,178
2-50,main,back,17,3249,ตรงข้ามหมู่บ้านแฮปปี้แลนด์,Opposite the Happy Land Village,13.78033032,100.6441223,178
2-51,main,go,0,1646,แยกนิด้า(ขาเข้า),NIDA Intersection,13.7717234832051,100.653663705229,191
2-51,main,go,1,966,ศรีบูรพา21,Sri Burapha 21,13.77427634,100.6534458,191
2-51,main,go,2,987,แยกนิด้า(ขาออก),Nida Intersection,13.7738627923071,100.653763261335,191
2-51,main,go,3,985,ซอยศรีบูรพา 15,Soi Sri Burapha 15,13.7781615570024,100.652018798739,191
2-51,main,go,4,3249,ตรงข้ามหมู่บ้านแฮปปี้แลนด์,Opposite the Happy Land Village,13.78033032,100.6441223,191
2-51,main,go,5,3249,ตรงข้ามหมู่บ้านแฮปปี้แลนด์,Opposite the Happy Land Village,13.78033032,100.6441223,191
2-51,main,go,6,3249,ตรงข้ามหมู่บ้านแฮปปี้แลนด์,Opposite the Happy Land Village,13.78033032,100.6441223,191
2-51,main,go,7,4582,ตรงข้ามลุมพินีเซ็นเตอร์แฮปปี้แลนด์,Lumpini Center Happyland (Opposite),13.7739822215958,100.64145003979,191
2-51,main,go,8,3560,เดอะมอลล์บางกะปิ,The Mall Bangkapi,13.76758243,100.6421451,191
2-51,main,go,9,4246,ซอยลาดพร้าว 101,Lat Phrao Soi101,13.7745231831413,100.630328278035,191
2-51,main,go,10,2226,ตรงข้ามตลาดสะพาน 2,Saphan 2 Market (Opposite),13.7962458223846,100.590935279963,191
2-51,main,go,11,2663,แยกห้วยขวาง,Huai Khwang Intersection,13.80559424,100.5750901,191
2-51,main,go,12,2388,ศาลแขวงพระนครเหนือ,Bangkok North Municipal Court,13.81140726,100.5750691,191
2-51,main,go,13,2390,ตรงข้ามมหาวิทยาลัยราชภัฏจันทรเกษม,Chandrakasem Rajabhat University (opposite),13.81816956,100.5753374,191
2-51,main,go,14,2391,ตรงข้ามซอยเสือใหญ่,Soi Suea Yai (Opposite),13.82160173,100.5744248,191
2-51,main,go,15,2393,รัชดาหินอ่อน,Ratchada Marble Co. Ltd.,13.82372371,100.5730492,191
2-51,main,go,16,4242,ตรงข้ามสถานีตำรวจพหลโยธิน,Police Station Phaholyothin (Opposite),13.82632373,100.56988567,191
2-51,main,go,17,3809,กองปราบปราม,Suppression Division,13.81975294,100.5639916,191
2-51,main,go,18,4180,สวนวชิรเบญจทัศสวนรถไฟ,"Wachira Ben Park, Railway",13.8142524283871,100.558848506069,191
2-51,main,go,19,3039,สมบัติทัวร์,Sombat Tour,13.82199018,100.5581555,191
2-51,main,go,20,3028,ซอยวิภาวดี 42 ตรงข้ามวัดเสมียน,Vibhavadi Soi 42,13.83909727,100.5580195,191
2-51,main,go,21,3042,วัดเสมียนนารี,Wat Samian Nari,13.83959843,100.5574017,191
2-51,main,go,22,3798,ตรงข้ามเรือนจำกลางคลองเปรม(ซอยศรีจั่น),Central Prison Klong Prem (Opposite),13.85117602,100.5552832,191
2-51,main,go,23,4844,เรือนจำกลางคลองเปรม (ลาดยาว),Klong Prem Central Prison,13.8508823315659,100.555109805229,191
2-51,main,go,24,3834,ตลาดพงษ์เพชร,Pong Phet Market,13.855409,100.5469851,191
2-51,main,go,25,3795,แยกพงษ์เพชร(ซอยพงษ์เพชรพัฒนา),Phongphet Intersection,13.85615301,100.5460385,191
2-51,main,go,26,2635,สถานีตำรวจลาดโตนด,Police Office (Lat Tanot),13.85981308,100.5142957,191
2-51,main,go,27,2627,หมู่บ้านอินโด-ไทย(รัตนาธิเบศร์18),Indo - Thai Village (Rattanathibet),13.86101682,100.5091332,191
2-51,main,back,0,2158,ซอยรัตนาธิเบศร์ 36 (หมู่บ้านนนท์ณิชา),Soi Rattanathibet 36,13.8709815648203,100.483899395649,191
2-51,main,back,1,391,ตรงข้ามวัดสมรโกฏิ,Wat Samon Kot (Opposite),13.86281929,100.50151314,191
2-51,main,back,2,2638,วัดสมรโกฏิ,Wat Samonkot,13.86232355,100.501629,191
2-51,main,back,3,2629,เอสพลานาด งามวงศ์วาน- แคราย,Esplanade Ngamwongwan- Khae Rai,13.85977939,100.5182778,191
2-51,main,back,4,2634,ตรงข้ามเอสพลานาด งามวงศ์วาน- แคราย,Opposite Esplanade Ngamwongwan- Khae Rai,13.85936718,100.5174242,191
2-51,main,back,5,3839,ซอยอัคนี ซอยงามวงศ์วาน 2,Soi Akkhani,13.85817378,100.5275896,191
2-51,main,back,6,3795,แยกพงษ์เพชร(ซอยพงษ์เพชรพัฒนา),Phongphet Intersection,13.85615301,100.5460385,191
2-51,main,back,7,4177,ตรงข้ามสถานีวัดเสมียนนารี,Opposite Samian Nari Temple Station,13.8425187894211,100.559154206947,191
2-51,main,back,8,3810,เทสโก้โลตัสลาดพร้าว,Tesco Lotus Lat Phrao,13.81795042,100.562957,191
2-51,main,back,9,2394,สถานีตำรวจพหลโยธิน,Police Station (Phahon Yothin),13.82532691,100.5711122,191
2-51,main,back,10,2379,ตรงข้ามรัชดาหินอ่อน,Ratchada Marble Co. Ltd. (Opposite),13.824048794,100.57315266,191
2-51,main,back,11,2391,ตรงข้ามซอยเสือใหญ่,Soi Suea Yai (Opposite),13.82160173,100.5744248,191
2-51,main,back,12,3556,ซอยลาดพร้าว 101/2,Soi Lat Phrao 101/2,13.77385233,100.6315024,191
2-51,main,back,13,4583,ท่ารถแฮปปี้แลนด์ (95 95ก 143),Happyland Bus Terminal (95 95ก 143),13.775621094,100.64130891,191
2-51,main,back,14,3249,ตรงข้ามหมู่บ้านแฮปปี้แลนด์,Opposite the Happy Land Village,13.78033032,100.6441223,191
2-51,main,back,15,3250,สนามกีฬาคลองจั่น,khlong chan Sport Complex,13.77807446,100.6446191,191
2-51,main,back,16,1676,สถาบันนิด้า มหาวิทยาลัยนิด้า,NIDA Institution,13.7719812197507,100.654145638245,191
2-51,main,back,17,1645,มหาวิทยาลัยนิด้า,NIDA Univercity,13.770656427,100.65298599,191
2-52,main,go,0,3619,ตลาดเก่าเยาวราช,Yaowarat Old Market,13.74168084,100.5075274,204
2-52,main,go,1,4598,โรงพยาบาลกลาง(ฝั่งเสือป่า),BMA General Hospital (Suepa Side),13.7458008617321,100.509397147614,204
2-52,main,go,2,4836,ตรงข้ามโรงพยาบาลกลาง(ฝั่งเสือป่า),BMA General Hospital (Suepa),13.7463335903203,100.510019330878,204
2-52,main,go,3,1567,วัดพลับพลาชัย,Wat Phlapphlachai,13.7460314553358,100.513277791088,204
2-52,main,go,4,1563,อาคารศรีจุลทรัพย์,Srijillasap Building,13.7481106197367,100.519623445896,204
2-52,main,go,5,4501,วัดชำนิหัตถการ,Wat Chamnihatthakarn,13.748162852,100.51991521,204
2-52,main,go,6,2904,ตรงข้ามวัดชัยมงคล พระราม 1,Opposite Chai Mongkhon Rama 1 Temple,13.74776521,100.521613,204
2-52,main,go,7,1583,วัดปทุมวนาราม,Wat Pathum Wanaram,13.745266664,100.53659845,204
2-52,main,go,8,4212,แยกเฉลิมเผ่า,Chaloem Phao Intersection,13.744775706,100.53557367,204
2-52,main,go,9,1583,วัดปทุมวนาราม,Wat Pathum Wanaram,13.745266664,100.53659845,204
2-52,main,go,10,1561,สำนักงานตำรวจแห่งชาติ,Royal Thai Police Headquarters,13.74480673,100.53829415,204
2-52,main,go,11,2446,อินทราสแควร์ประตูน้ำ,Indra Square Pratunam,13.75338741,100.5417567,204
2-52,main,go,12,3417,แฟลตดินแดง(ป้าย1),Dindaeng Housing (Stop.1),13.760926,100.5537569,204
2-52,main,go,13,2028,ตรงข้ามโบสถ์แม่พระฟาติมา,Fatima Catholic Church (Opposite),13.760331877,100.55557984,204
2-52,main,go,14,3446,แยกประชาสงเคราะห์,Pracha Songkhro Intersection,13.76139875,100.5551832,204
2-52,main,go,15,3414,ตรงข้ามตลาดดินแดง,Dindaeng Market (Opposite),13.76564562,100.5570567,204
2-52,main,go,16,3449,ตลาดดินแดง,Dindaeng Market,13.76566795,100.5569327,204
2-52,main,go,17,4217,โรงเรียนประชานุกูล,Prachanukun School,13.767220598,100.55755403,204
2-52,main,go,18,4222,โรงเรียนพร้อมพรรณวิทยา,Phongphan Wittaya School,13.770083794,100.55906258,204
2-52,main,go,19,4218,ตรงข้ามโรงเรียนพร้อมพรรณ,Opposite the school with Phan,13.770145557,100.55948543,204
2-52,main,go,20,3368,ซอยประชาสงเคราะห์ 21,Soi Prachasongkro 21,13.77174595,100.5601334,204
2-52,main,go,21,3369,ซอยประชาสงเคราะห์ 16-18 ประชาสงเคราะห์ 16-18,Pracha Songkhro Soi 16-18 Pracha Songkhro 16-18,13.7734464,100.560226,204
2-52,main,go,22,3363,ดีดีทาวเวอร์,DD Tower,13.77444298,100.5612864,204
2-52,main,go,23,3363,ดีดีทาวเวอร์,DD Tower,13.77444298,100.5612864,204
2-52,main,go,24,3362,ตรงข้ามวัดพรหมวงศาราม,Wat Phrom Wong Saram (Opposite),13.77520433,100.5624964,204
2-52,main,go,25,3370,วัดพรหมวงศาราม,Wat Phrom Wong Saram,13.77508581,100.5620868,204
2-52,main,go,26,3371,ซอยหมอแก้ว,Soi Mo Kaew,13.77560345,100.5637379,204
2-52,main,go,27,3371,ซอยหมอแก้ว,Soi Mo Kaew,13.77560345,100.5637379,204
2-52,main,go,28,3371,ซอยหมอแก้ว,Soi Mo Kaew,13.77560345,100.5637379,204
2-52,main,go,29,3361,ตรงข้ามทีวีซีคอนโดมิเนียม,TVC Condominium (Opposite),13.77548003,100.5641504,204
2-52,main,go,30,3371,ซอยหมอแก้ว,Soi Mo Kaew,13.77560345,100.5637379,204
2-52,main,go,31,3361,ตรงข้ามทีวีซีคอนโดมิเนียม,TVC Condominium (Opposite),13.77548003,100.5641504,204
2-52,main,go,32,4219,ตรงข้ามโรงเรียนอำนวย,Amnuykanoksirianusorn School,13.775429765,100.5658692,204
2-52,main,go,33,4219,ตรงข้ามโรงเรียนอำนวย,Amnuykanoksirianusorn School,13.775429765,100.5658692,204
2-52,main,go,34,3360,หอนาฬิกาห้วยขวาง,Huay Kwang Clock tower,13.77511042,100.5671737,204
2-52,main,go,35,3360,หอนาฬิกาห้วยขวาง,Huay Kwang Clock tower,13.77511042,100.5671737,204
2-52,main,go,36,3372,หอนาฬิกาห้วยขวาง ศูนย์รับเลี้ยงเด็กห้วยขวาง,Huay Kwang Clock tower,13.77666586,100.5678878,204
2-52,main,go,37,3359,ตลาดห้วยขวางจุด 2,"Huai Khwang Market, Point 2",13.77761315,100.5680925,204
2-52,main,go,38,3373,ซอยประชาสงเคราะห์ 45 โค้งยาดอง,Soi Prachasongkro 45,13.77838869,100.5674275,204
2-52,main,go,39,3358,ตรงข้ามซอยประชาสงเคราะห์ 47,Soi Prachasongkro 47 (Opposite),13.77922355,100.5670195,204
2-52,main,go,40,3373,ซอยประชาสงเคราะห์ 45 โค้งยาดอง,Soi Prachasongkro 45,13.77838869,100.5674275,204
2-52,main,go,41,3357,ซอยอินทามะระ 59,Soi Inthamara 59,13.78092408,100.5672924,204
2-52,main,go,42,3347,ตรงข้ามหมู่บ้านวรรณดีวิลล่า,Opposite Wan Dee Villa,13.78903536,100.5558813,204
2-52,main,go,43,3385,แยกสะพานควาย,Saphan kwai Intersection,13.78949284,100.5495325,204
2-52,main,go,44,3385,แยกสะพานควาย,Saphan kwai Intersection,13.78949284,100.5495325,204
2-52,main,back,0,3916,แยกกำแพงเพชร,Junction Kamphaeng Phet,13.79704684,100.55099104,204
2-52,main,back,1,378,โรมแรมสุดา,Suda Hotel,13.788984341,100.55073371,204
2-52,main,back,2,3382,ตรงข้ามซอยอินทามะระ 21,Soi inthamara 21 (Opposite),13.78902516,100.5564848,204
2-52,main,back,3,3352,ซอยอินทามะระ 28/1,Soi Inthamara 28/1,13.78864248,100.5668683,204
2-52,main,back,4,3374,ซอยประชาสงเคราะห์ 47 ซอยสมบูรณ์,Soi Prachasongkro 47,13.77962397,100.5670415,204
2-52,main,back,5,3358,ตรงข้ามซอยประชาสงเคราะห์ 47,Soi Prachasongkro 47 (Opposite),13.77922355,100.5670195,204
2-52,main,back,6,3373,ซอยประชาสงเคราะห์ 45 โค้งยาดอง,Soi Prachasongkro 45,13.77838869,100.5674275,204
2-52,main,back,7,3359,ตลาดห้วยขวางจุด 2,"Huai Khwang Market, Point 2",13.77761315,100.5680925,204
2-52,main,back,8,3373,ซอยประชาสงเคราะห์ 45 โค้งยาดอง,Soi Prachasongkro 45,13.77838869,100.5674275,204
2-52,main,back,9,3372,หอนาฬิกาห้วยขวาง ศูนย์รับเลี้ยงเด็กห้วยขวาง,Huay Kwang Clock tower,13.77666586,100.5678878,204
2-52,main,back,10,3360,หอนาฬิกาห้วยขวาง,Huay Kwang Clock tower,13.77511042,100.5671737,204
2-52,main,back,11,3360,หอนาฬิกาห้วยขวาง,Huay Kwang Clock tower,13.77511042,100.5671737,204
2-52,main,back,12,3360,หอนาฬิกาห้วยขวาง,Huay Kwang Clock tower,13.77511042,100.5671737,204
2-52,main,back,13,3360,หอนาฬิกาห้วยขวาง,Huay Kwang Clock tower,13.77511042,100.5671737,204
2-52,main,back,14,3360,หอนาฬิกาห้วยขวาง,Huay Kwang Clock tower,13.77511042,100.5671737,204
2-52,main,back,15,3360,หอนาฬิกาห้วยขวาง,Huay Kwang Clock tower,13.77511042,100.5671737,204
2-52,main,back,16,3360,หอนาฬิกาห้วยขวาง,Huay Kwang Clock tower,13.77511042,100.5671737,204
2-52,main,back,17,3360,หอนาฬิกาห้วยขวาง,Huay Kwang Clock tower,13.77511042,100.5671737,204
2-52,main,back,18,4219,ตรงข้ามโรงเรียนอำนวย,Amnuykanoksirianusorn School,13.775429765,100.5658692,204
2-52,main,back,19,3361,ตรงข้ามทีวีซีคอนโดมิเนียม,TVC Condominium (Opposite),13.77548003,100.5641504,204
2-52,main,back,20,3371,ซอยหมอแก้ว,Soi Mo Kaew,13.77560345,100.5637379,204
2-52,main,back,21,3362,ตรงข้ามวัดพรหมวงศาราม,Wat Phrom Wong Saram (Opposite),13.77520433,100.5624964,204
2-52,main,back,22,3362,ตรงข้ามวัดพรหมวงศาราม,Wat Phrom Wong Saram (Opposite),13.77520433,100.5624964,204
2-52,main,back,23,3362,ตรงข้ามวัดพรหมวงศาราม,Wat Phrom Wong Saram (Opposite),13.77520433,100.5624964,204
2-52,main,back,24,3370,วัดพรหมวงศาราม,Wat Phrom Wong Saram,13.77508581,100.5620868,204
2-52,main,back,25,3362,ตรงข้ามวัดพรหมวงศาราม,Wat Phrom Wong Saram (Opposite),13.77520433,100.5624964,204
2-52,main,back,26,3370,วัดพรหมวงศาราม,Wat Phrom Wong Saram,13.77508581,100.5620868,204
2-52,main,back,27,3363,ดีดีทาวเวอร์,DD Tower,13.77444298,100.5612864,204
2-52,main,back,28,3369,ซอยประชาสงเคราะห์ 16-18 ประชาสงเคราะห์ 16-18,Pracha Songkhro Soi 16-18 Pracha Songkhro 16-18,13.7734464,100.560226,204
2-52,main,back,29,3369,ซอยประชาสงเคราะห์ 16-18 ประชาสงเคราะห์ 16-18,Pracha Songkhro Soi 16-18 Pracha Songkhro 16-18,13.7734464,100.560226,204
2-52,main,back,30,3369,ซอยประชาสงเคราะห์ 16-18 ประชาสงเคราะห์ 16-18,Pracha Songkhro Soi 16-18 Pracha Songkhro 16-18,13.7734464,100.560226,204
2-52,main,back,31,3369,ซอยประชาสงเคราะห์ 16-18 ประชาสงเคราะห์ 16-18,Pracha Songkhro Soi 16-18 Pracha Songkhro 16-18,13.7734464,100.560226,204
2-52,main,back,32,3364,ซอยประชาสงเคราะห์ 16-18,Soi Prachasongkro 16-18,13.77235108,100.5603104,204
2-52,main,back,33,4218,ตรงข้ามโรงเรียนพร้อมพรรณ,Opposite the school with Phan,13.770145557,100.55948543,204
2-52,main,back,34,4222,โรงเรียนพร้อมพรรณวิทยา,Phongphan Wittaya School,13.770083794,100.55906258,204
2-52,main,back,35,3450,ศูนย์บริการสาธารณสุข4,Health Center 4,13.76954634,100.5582012,204
2-52,main,back,36,3413,ตรงข้ามศูนย์บริการสาธารณสุข 4,Public Health Center 4,13.76945277,100.5583171,204
2-52,main,back,37,3450,ศูนย์บริการสาธารณสุข4,Health Center 4,13.76954634,100.5582012,204
2-52,main,back,38,3413,ตรงข้ามศูนย์บริการสาธารณสุข 4,Public Health Center 4,13.76945277,100.5583171,204
2-52,main,back,39,3450,ศูนย์บริการสาธารณสุข4,Health Center 4,13.76954634,100.5582012,204
2-52,main,back,40,4222,โรงเรียนพร้อมพรรณวิทยา,Phongphan Wittaya School,13.770083794,100.55906258,204
2-52,main,back,41,4217,โรงเรียนประชานุกูล,Prachanukun School,13.767220598,100.55755403,204
2-52,main,back,42,4718,ตรงข้ามโรงเรียนวิชูทิศ,Wichutit School (Opposite),13.7678214727498,100.558015578939,204
2-52,main,back,43,3415,ตรงข้ามสำนักงานเคหะดินแดง,Dindaeng Housing Office (Opposite),13.76439554,100.5565766,204
2-52,main,back,44,3445,สถาบันราชานุกูล,Rajanukul Institute,13.76133878,100.5532521,204
2-52,main,back,45,3419,ตรงข้ามสำนักงานปปส,Opposite the Office,13.76337829,100.5458408,204
2-52,main,back,46,1561,สำนักงานตำรวจแห่งชาติ,Royal Thai Police Headquarters,13.74480673,100.53829415,204
2-52,main,back,47,4212,แยกเฉลิมเผ่า,Chaloem Phao Intersection,13.744775706,100.53557367,204
2-52,main,back,48,4212,แยกเฉลิมเผ่า,Chaloem Phao Intersection,13.744775706,100.53557367,204
2-52,main,back,49,1562,สยามสแควร์,Siam Square,13.7454734755665,100.53424590979,204
2-52,main,back,50,2902,สนามกีฬาแห่งชาติ,National Stadium,13.74651981,100.5283361,204
2-52,main,back,51,1064,ยศเส,Yossae,13.749426473,100.51596636,204
2-52,main,back,52,4598,โรงพยาบาลกลาง(ฝั่งเสือป่า),BMA General Hospital (Suepa Side),13.7458008617321,100.509397147614,204
2-52,main,back,53,4599,คลองถม(ฝั่งเสือป่า),Klongthom (Suapa Side),13.7446068610027,100.508563886527,204
2-52,main,back,54,4600,ตรงข้ามโรงแรมแกรนด์ไชน่า,Opposite the Grand China Hotel,13.74315947,100.50763902,204
2-52,main,back,55,1069,สำเพ็ง,Sum Peng,13.741162052,100.5061394,204
2-53L,main,go,0,4155,อนุสาวรีย์ชัยสมรภูมิ (เกาะดินแดง),Victory Monument (Din Daeng),13.765096538,100.53906206,135L
2-53L,main,go,1,2027,โบสถ์แม่พระฟาติมา,Fatima Catholic Church,13.759821093,100.55596787,135L
2-53L,main,go,2,2026,ตรงข้ามตลาดขวัญพัฒนา,Khwan Phatthana Market (Opposite),13.7568624525522,100.558024528702,135L
2-53L,main,go,3,2029,ตลาดขวัญพัฒนา,Khwan Phatthana Market,13.757175111353,100.558026991236,135L
2-53L,main,go,4,2026,ตรงข้ามตลาดขวัญพัฒนา,Khwan Phatthana Market (Opposite),13.7568624525522,100.558024528702,135L
2-53L,main,go,5,2651,สถานทูตจีน,Embassy of China,13.76162624,100.5665387,135L
2-53L,main,go,6,2672,ตรงข้ามสถานทูตจีน,Embassy of China (Opposite),13.76167179,100.5669605,135L
2-53L,main,go,7,2660,สถานีตำรวจสุทธิสาร,Police Office Sutthisan,13.79093088,100.5740771,135L
2-53L,main,go,8,2390,ตรงข้ามมหาวิทยาลัยราชภัฏจันทรเกษม,Chandrakasem Rajabhat University (opposite),13.81816956,100.5753374,135L
2-53L,main,go,9,4244,มหาวิทยาลัยราชภัฏจันทรเกษม,Chandrakasem Rajabhat University,13.8181135874357,100.575700392386,135L
2-53L,main,go,10,2391,ตรงข้ามซอยเสือใหญ่,Soi Suea Yai (Opposite),13.82160173,100.5744248,135L
2-53L,main,go,11,2394,สถานีตำรวจพหลโยธิน,Police Station (Phahon Yothin),13.82532691,100.5711122,135L
2-53L,main,go,12,3916,แยกกำแพงเพชร,Junction Kamphaeng Phet,13.79704684,100.55099104,135L
2-53L,main,go,13,3925,ป้ายตรงข้ามโรงพยาบาลพญาไท 2,Signs opposite Phayathai 2 Hospital,13.7696166831737,100.541030053673,135L
2-53L,main,go,14,4154,อนุสาวรีย์ชัยสมรภูมิ (เกาะพหลโยธิน),Victory Monument (Phahon Yothin),13.765730509,100.53802991,135L
2-53L,main,go,15,4155,อนุสาวรีย์ชัยสมรภูมิ (เกาะดินแดง),Victory Monument (Din Daeng),13.765096538,100.53906206,135L
2-53R,main,back,0,4154,อนุสาวรีย์ชัยสมรภูมิ (เกาะพหลโยธิน),Victory Monument (Phahon Yothin),13.765730509,100.53802991,135R
2-53R,main,back,1,3925,ป้ายตรงข้ามโรงพยาบาลพญาไท 2,Signs opposite Phayathai 2 Hospital,13.7696166831737,100.541030053673,135R
2-53R,main,back,2,3919,สถานีตำรวจบางซื่อ,Police Station Bangsue,13.786197691334,100.547121475859,135R
2-53R,main,back,3,3821,ตรงข้าม ธนาคารทหารไทย (สำนักงานใหญ่),TMB Bank (Headquarter) (Opposite),13.80778399,100.5565476,135R
2-53R,main,back,4,4180,สวนวชิรเบญจทัศสวนรถไฟ,"Wachira Ben Park, Railway",13.8142524283871,100.558848506069,135R
2-53R,main,back,5,3038,สำนักงานใหญ่ปตท.,PTT Headquarter,13.81892054,100.5583378,135R
2-53R,main,back,6,3030,อาคารชินวัตร3 บริษัทตรีเพชร,Shinawatra Tower 3,13.82447335,100.5585309,135R
2-53R,main,back,7,3040,ตรงข้ามตรีเพชรอีซูซุ,Opposite Tri Petch Isuzu,13.82506363,100.557802,135R
2-53R,main,back,8,4181,ตรงข้ามสำนักงานเขตจตุจักร,Chatuchak Distrct Office (Opposite),13.8288321527674,100.55741116979,135R
2-53R,main,back,9,3915,ตึกเอสซีบี ซอยรัชดาภิเษก 46,SCB Building,13.829182542,100.56406112,135R
2-53R,main,back,10,2393,รัชดาหินอ่อน,Ratchada Marble Co. Ltd.,13.82372371,100.5730492,135R
2-53R,main,back,11,2391,ตรงข้ามซอยเสือใหญ่,Soi Suea Yai (Opposite),13.82160173,100.5744248,135R
2-53R,main,back,12,4245,กรมส่งเสริมการค้าระหว่างประเทศ,Department of International Trade Promotion,13.812593385,100.57543375,135R
2-53R,main,back,13,2663,แยกห้วยขวาง,Huai Khwang Intersection,13.80559424,100.5750901,135R
2-53R,main,back,14,2662,โรงเรียนปัญจทรัพย์,Panchasap School,13.79752637,100.5743574,135R
2-53R,main,back,15,2665,ซอยรัชดาภิเษก 22,Soi Ratchadaphisek 22,13.79706745,100.5746728,135R
2-53R,main,back,16,4784,ตรงข้ามบิ๊กซีรัชดาภิเษก,Big C Ratchadapisek (Opposite),13.767762919,100.57169784,135R
2-53R,main,back,17,2651,สถานทูตจีน,Embassy of China,13.76162624,100.5665387,135R
2-53R,main,back,18,2672,ตรงข้ามสถานทูตจีน,Embassy of China (Opposite),13.76167179,100.5669605,135R
2-53R,main,back,19,2673,ตรงข้ามฟอร์จูนทาวน์,Opposite Fortune Town,13.75744133,100.565451,135R
2-53R,main,back,20,2026,ตรงข้ามตลาดขวัญพัฒนา,Khwan Phatthana Market (Opposite),13.7568624525522,100.558024528702,135R
2-53R,main,back,21,2029,ตลาดขวัญพัฒนา,Khwan Phatthana Market,13.757175111353,100.558026991236,135R
2-53R,main,back,22,2027,โบสถ์แม่พระฟาติมา,Fatima Catholic Church,13.759821093,100.55596787,135R
2-53R,main,back,23,2027,โบสถ์แม่พระฟาติมา,Fatima Catholic Church,13.759821093,100.55596787,135R
2-53R,main,back,24,2028,ตรงข้ามโบสถ์แม่พระฟาติมา,Fatima Catholic Church (Opposite),13.760331877,100.55557984,135R
2-53R,main,back,25,3420,สวนสันติภาพ,Santiphap Park,13.76375373,100.5406369,135R
2-53R,main,back,26,3442,ตรงข้ามสวนสันติภาพ,Santiphap Park (Opposite),13.76385264,100.5409513,135R
2-53R,main,back,27,4156,อนุสาวรีย์ชัยสมรภูมิ (เกาะพญาไท),Victory Monument (Phaya Thai),13.7641730616197,100.538548058925,135R
2-53R,main,back,28,4157,อนุสาวรีย์ชัยสมรภูมิ (เกาะราชวิถี),Victory Monument (Ratchawithi),13.764621093,100.53744871,135R
2-53R,main,back,29,4157,อนุสาวรีย์ชัยสมรภูมิ (เกาะราชวิถี),Victory Monument (Ratchawithi),13.764621093,100.53744871,135R
2-54L,main,go,0,4180,สวนวชิรเบญจทัศสวนรถไฟ,"Wachira Ben Park, Railway",13.8142524283871,100.558848506069,153L
2-54L,main,go,1,2240,ปากทางลาดพร้าว-วิภาวดีรังสิต,Lat phrao - Wiphawadi Rangsit,13.8130052808402,100.560998151298,153L
2-54L,main,go,2,2240,ปากทางลาดพร้าว-วิภาวดีรังสิต,Lat phrao - Wiphawadi Rangsit,13.8130052808402,100.560998151298,153L
2-54L,main,go,3,2663,แยกห้วยขวาง,Huai Khwang Intersection,13.80559424,100.5750901,153L
2-54L,main,go,4,3537,ซอยลาดพร้าว 41/1,Lat Phrao Soi 41/1,13.80013575,100.5844795,153L
