stopid,name_t,name_e,lat,lon
1135,ซอยประชาอุทิศ 46/1,Soi Pracha Uthit 46/1,13.64655296,100.496915
1136,ธนาคารกรุงเทพประชาอุทิศ(ขาออก),Bangkok Bank (Pracha Uthit),13.6483465504005,100.496157139122
1137,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,King Mongkut's University of Technology Thonburi,13.6507273979341,100.496528846527
1138,ซอยประชาอุทิศ 28,Soi Pracha Uthit Soi 28,13.6539183,100.4974496
1139,ตรงข้ามโรงเรียนขจรโรจน์,Opposite Kajornroaj Shool,13.65681998,100.4991803
1140,ซอยประชาอุทิศ 22,Soi Pracha Uthit 22,13.6612680728472,100.501963553894
1141,ซอยประชาอุทิศ 14,Soi Pracha Uthit 14,13.6647242126681,100.503457876947
1142,ซอยประชาอุทิศ 10,Soi Pracha Uthit10,13.6672632881937,100.504314275439
1144,วิทยาลัยพณิชยการเชตุพน,Chetupon Commercial College,13.6692802124056,100.504999984141
1147,ซอยประชาอุทิศ 17 แยก1,Soi Pracha Uthit 17 Yeak 1,13.6663730623866,100.504220195649
1149,ตรงข้ามซอยประชาอุทิศ 14,Soi Pracha Uthit 14 (Opposite),13.664427714,100.50352094
1150,ซอยประชาอุทิศ 18,Soi Pracha Uthit 18,13.6626953,100.5026532
1151,ตรงข้ามซอยประชาอุทิศ 22,Soi Pracha Uthit 22 (Opposite),13.660895127,100.50195327
1153,โรงเรียนขจรโรจน์,Kajornroaj Shool,13.6565316575233,100.499234224561
1154,ซอยประชาอุทิศ 28,Soi Pracha Uthit 28,13.6541184429596,100.497795610878
1156,ซอยประชาอุทิศ 53,Soi Pracha Uthit 53,13.6465996,100.4972447
1157,ซอยประชาอุทิศ 61,Soi Pracha Uthit 61,13.6441993935431,100.499007674771
1158,ซอยประชาอุทิศ 67,Soi Pracha Uthit 67,13.6422657229935,100.499672018245
1159,ตรงข้ามประชาอุทิศ 75,Opposite Pracha Uthit 75,13.63614436,100.5019443
1160,ซอยประชาอุทิศ 79,Soi Pracha Uthit 79,13.6343315581767,100.502851231088
1161,ซอยประชาอุทิศ 85,Soi Pracha Uthit 85,13.63261665,100.5033909
1163,ตรงข้ามซอยประชาอุทิศ 89,Soi Pracha Uthit 89 (Opposite),13.6319286731944,100.503442044808
1165,สภ.ทุ่งครุ,Thung Khru Police Station,13.62668808,100.505963
1166,ซอยประชาอุทิศ 97/1,Soi Pracha Uthit 97/1,13.62329797,100.5096194
1167,วัดทุ่งครุ,Wat Thung Khru,13.619143236,100.51130812
1169,ตรงข้ามหมู่บ้านทัศนีนิเวศน์ 1,Opposite Tasanee Niwet 1 Village,13.61524762,100.5107004
1170,ซอยประชาอุทิศ 125,Soi Pracha Uthit 125,13.6133960004083,100.509756301755
1171,บิ๊กซีประชาอุทิศ,Big C Pracha Uthit,13.6118556729454,100.510444584561
1172,หมู่บ้านวรารมย์,Wararom Village,13.6056519685712,100.513961664311
1174,ตรงข้ามโรงเรียนคลองนาเกลือน้อย,Na Kluea Noi School,13.598899841,100.51825004
1175,หมู่บ้านเอื้ออาทรสำนักงานขนส่งสมุทรปราการ,Provincial Land Transport Office of Samut Prakan,13.595002674,100.51932351
1177,หมู่บ้านสุขเจริญ2,Suk Charoen 2 Village,13.58746225,100.5239053
1178,หมู่บ้านสยามนิเวศน์ซอย 5,Siam Prachaniwet Village Soi 5,13.584408,100.524882
1180,ตลาดรุ่งเจริญ(ถนนสาธุประดิษฐ์ขาออก),Rungcharoen Market,13.69271969,100.53395867
1182,ซอยสาธุประดิษฐ์ 49,Soi Pracha Uthit 49,13.6862497424212,100.532796415439
1183,ตลาดลานทราย,Lan Sai Market,13.684218,100.532395
1184,ซอยสาธุประดิษฐ์ 57 ซอยปรียานนท์,Pracha Uthit Soi 57,13.6806062116222,100.530623845229
1185,วัดลำเจริญศรัทธา,Wat Lumcharoen Sattha,13.70865862,100.5157945
1186,ซอยจันทน์ 41(ขาออก),Soi Chan 41,13.707414,100.520862
1187,ตรงข้ามวานิลลามูน,Opposite Vanilla Moon,13.70694397,100.5238311
1188,ซอยจันทร์ 18/8,Soi Chan 18/8,13.706432208,100.52615141
1189,แยกจันทร์-สาธุประดิษฐ์,Yaek Chan - Sathuprathit,13.70583399,100.5294471
1190,จันทน์ 12,Chan 12,13.70562858,100.5343691
1191,ศูนย์การค้าวรรัตน์,Wararat Shopping Center,13.7055178793058,100.531675473547
1192,โรงแรมฟอรั่มพาร์ค,Forum Park Hotel,13.70649988,100.5363102
1194,ซอยสวนพลู 1,Soi Suan Phlu 1,13.720731281,100.53766183
1195,ตรงข้ามบ้านปิยะสาทร,Opposite Baan Piya Sathorn,13.72287965,100.5367837
1196,ซอยสุขสัตน์วิเวศร์ 3,Soi Suksan Niwet 3,13.786981235441,100.629427173016
1197,โรงเรียนวัดบึงทองหลาง,Wat Bueng Thong Lang School,13.7948309822619,100.627504650037
1198,วัดบึงทองหลาง,Wat Bueng Thong Lang,13.7953451325249,100.627406275402
1199,ซอยเกียรติชัย,Soi Kiattichai,13.7979245679286,100.630428871161
1200,ตรงข้ามซอยโพธิ์แก้ว 1,Opposite Soi Phokaew 1,13.79799943,100.6317788
1202,ตรงข้ามวิทยาลัยศิลปหัตถกรรมกรุงเทพ,Opposite Bangkok Arts and Crafts College,13.79287647,100.6280902
1203,ตรงข้ามศูนย์พัฒนาเด็กก่อนวัยเรียน,Children Development Center,13.7892903207297,100.628939735649
1205,ตรงข้ามตลาดสวนพลู(ซอยสวนพลู 6),Suan Phlu Market (Opposite),13.719224615,100.53858726
1206,สภ.ทุ่งมหาเมฆ,Thungmahamek Police Station,13.71763547,100.5396198
1207,ซอยนางลิ้นจี่ 2,Soi Nang Linchi 2,13.712613124,100.54062169
1208,แยกเย็นอากาศ,Yen Akat Intersection,13.7096269248938,100.541341911545
1209,ตรงข้ามอาคารTPI,TPI Building (Opposite),13.7076000119897,100.538670756774
1210,บ้านนนทรี,Baan Nonsi,13.7064654437467,100.536605838035
1211,ซอยรุ่งเพชร(ถนนจันทร์ขาออก),Soi Rungpet,13.7055679479314,100.534747453684
1212,ตรงข้ามศูนย์การค้าวรรัตน์,Wararat Shopping Center (Opposite),13.7054047754018,100.531407082843
1213,แยกจันทร์-สาธุประดิษฐ์,Yaek Chan-Sathu Pradit,13.70564105,100.5294438
1214,จันทน์ 29,Chan 29,13.70636473,100.5260224
1215,ซอยจันทร์ 33,Soi Chan 33,13.70669217,100.5244123
1216,ซอยจันทน์ 41,Soi Chan 41,13.7074242460852,100.520708782275
1217,ทุ่งวัดดอน,Thung Wat Don,13.7079180139072,100.518073527441
1218,ตรงข้ามอาคารบุญนิรมิต,Opposite Boonnirit Building,13.6800655013974,100.529889498702
1219,ซอยสาธุประดิษฐ์ 52,Soi Sathupradit52,13.6836072919341,100.532140974351
1220,ตรงข้ามซอยสาธุประดิษฐ์ 49,Soi Sathupradit 49 (Opposite),13.68635694,100.53261271
1221,ตรงข้ามตลาดรุ่งเจริญ(พัฒนาการ1),Rungcharoen Market (Pattanakarn 1),13.6933385098147,100.533537443263
1223,สหกรณ์กรุงเทพเอกมัย,Krungdeb Co-operative Store - Ekkamai,13.721313587,100.584465143398
1224,อาคารสรชัย,Sorachai Building,13.7232131,100.584526783738
1225,บิ๊กซีเอกมัย,Big C Ekkamai,13.7252042389793,100.584901347135
1226,ซอยเอกมัย 1,Soi Ekkamai 1,13.72896463,100.585753
1227,ซอยเอกมัย 7,Ekkamai Soi 7,13.7325104201261,100.586915723471
1228,ซอยยาดอง(ขาเข้า),Soi Yadong,13.733749706,100.587326236942
1229,ซอยเอกมัย 19,Ekkamai Soi 19,13.7361505126367,100.588109693131
1230,ซอยแจ่มจันทร์,Soi Jam Jan,13.7383001122459,100.588827235583
1233,ตรงข้ามซอยแจ่มจันทร์,Soi Jam Jan (Opposite),13.7386145684265,100.589068896529
1234,ซอยเอกมัย 22 (ซอยนวลน้อย),Ekkamai Soi 22 (Soi Nuan Noi),13.7360203983556,100.588209075776
1235,ซอยเอกมัย 18,Soi Ekkamai 18,13.73352726,100.5873935
1236,ซอยเอกมัย 14-12,Soi Ekkamai 14-12,13.7318760678279,100.586865669587
1238,ซอยเอกมัย 10,Soi Ekkamai 10,13.7292582758647,100.585992706602
1239,ซอยเอกมัย 4,Soi Ekkamai 4,13.725209,100.584917
1241,ซอยธนาอาเขต,Soi Tana Arcade,13.7224215395309,100.584641300753
1242,ตรงข้ามธนาคารไทยพาณิชย์สาขาฮอไรซอนเอกมัย,SCB- Horizon Ekkamai (Opposite),13.7212762,100.58455232
1245,หมู่บ้านประชานิเวศน์ 2ห้องอาหารแม่กลอง,Pracha Niwet 2 Village  Mae Klong Restaurant,13.880458161,100.54371882
1246,โรงเรียนการโรงแรมและการท่องเที่ยวมาทาน่า,Mathana School Of Hotel And Tourism,13.879287571,100.54745713
1247,ซอยสามัคคี(ถนนสามัคคีขาเข้า),Soi Samakki,13.877621277,100.54926203
1248,หมู่บ้านท่าทราย,Tha Sai Village,13.8725941803388,100.549065804561
1249,มหาวิทยาลัยธุรกิจบัณฑิตย์(ประชาชื่น),Dhurakij Pundit University,13.8714280760382,100.548792013684
1250,หมู่บ้านซิตตี้ลากูน,City Lagoon Village,13.867436504438,100.547880646947
1251,ตรงข้ามซอยประชาชื่นนนทบุรี 5,Opposite Soi Prachachuen Nonthaburi 5,13.8651541520533,100.547343648035
1252,หมู่บ้านประภัทรสร,Prapatsorn Village,13.8624157284982,100.54668855021
1253,ตรงข้ามซอยประชาชื่น-นนท์ 2,Opposite Soi Prachchuen-Nont 2,13.85959178,100.5460156
1254,แยกพงษ์เพชร,Pong Phet Intersection,13.8566735387985,100.545031265439
1255,ประชาชื่น-นนทบุรี 2,Pracha Chuen - Nonthaburi 2,13.8597036565646,100.545884821298
1256,ประชาชื่น-นนทบุรี 4,Pracha Chuen - Nonthaburi 4,13.862148176,100.54644049
1257,ประชาชื่น-นนทบุรี 5,Pracha Chuen - Nonthaburi 5,13.8648425710561,100.547093047614
1258,ตรงข้ามประชานิเวศน์ 4,Opposite Prachniwet 4,13.87747935,100.5492287
1260,หมู่บ้านศิวะนคร,Siwa Nakhon Village,13.57909785,100.62557721
1261,วิทยาลัยทักษิณา(ไทยสุริยะเก่า),Thaksina Business Technological College (Thai Suriya),13.812614653,100.69157308
1262,ทางต่างระดับรามอินทรา ,Ramintra Interchange,13.82947948,100.6717093
1263,หมู่บ้านธนิทร ซอยวิภาวดีรังสิต 35,Thaninthon Village  Wipha Wadi Rangsit 35,13.9397083425686,100.612273981088
1264,โรงเรียนพณิชยการสามเสน,Samsen Commercial School,13.7878785,100.51362458
1265,ตลาดรวมยาง,Ruam Yang Market,13.76886185,100.5030758
1266,ตรงข้ามสำนักงานเขตพระนคร,Phranakhon District Office (Opposite),13.763426941,100.49908661
1267,วัดใหม่อมตรส,Wat Mai Amataros,13.765065074,100.50001994
1268,ถนนข้าวสาร,Khao San Road,13.7606848,100.4967541
1269,ธนาคารแห่งประเทศไทย,The Bank of Thailand,13.7681770420989,100.502198683894
1270,หมู่บ้านช.รุ่งเรือง 4 โรงเรียนนนทบุรีคริสเตียนวิทยา,Chor Rungruang 4 Village,13.8438302870191,100.502860053263
1271,กรมยุทธบริการ,Military Support Services Department,13.8272404616895,100.529890215439
1272,ซอยกรุงเทพ-นนทบุรี 44 ตรงข้ามซอยสมถวิล,Krungthep - Nonthaburi Soi 44  Soi Som Thawin (Opposite),13.825730761678,100.531696044524
1273,ดีสแควร์ ครัวคุณสุ โรงเรียนอนุบาลพิริยะโยธิน,D - Square  Krua Khun Su  Biriyayothin Kindergarten School,13.822950523013,100.532935944561
1274,ตลาดบางซ่อน ถนนกรุงเทพ-นนทบุรี 25,Bang Son Market  Krungthep - Nonthaburi 25,13.8213078588083,100.532759783684
1275,ตรงข้ามโรงงานทอผ้า ซอยกรุงเทพ-นนทบุรี 34,Sippana Co.Ltd. (Opposite)  Krungthep - Nonthaburi Soi 34,13.8196199645413,100.532572734771
1276,ตรงข้ามวัดเชิงหวาย ไปรษณีย์บางซื่อ,Wat Choeng Wai (Opposite),13.8169256752772,100.532206593473
1277,สถานีตำรวจเตาปูนซอยกรุงเทพ-นนทบุรี 26,Police Station Tao Poon   Krungthep - Nonthaburi Soi 26,13.8147351680748,100.53193626
1278,กรุงเทพ-นนทบุรี 20,Krung Thep-Nonthaburi 20,13.81312884,100.5317659
1279,ตรงข้ามประชานฤมิตร ตรงข้ามธนาคารกสิกรไทย,Pracha Naruemit (Opposite),13.8104148548046,100.531411026527
1280,ตลาดเตาปูน ซอยกรุงเทพ-นนทบุรี4,Tao Poon Market  Krungthep - Nonthaburi Soi 4,13.807938641,100.53112013
1281,ซอยสะพานขวา,Soi Saphan Khwang,13.806330007,100.52873068
1283,เกตเวย์ บางซื่อ,Gateway Bangsue,13.80629813,100.5225919
1284,สี่แยกบางโพ โรงพยาบาลบางโพ,Bang Pho Intersection  Bang Pho Hospital,13.8065012878157,100.523005275859
1285,ตรงข้ามโรงเรียนเทพสัมฤทธิ์,Tep Samrit Wittaya School (Opposite),13.8065208040518,100.52557156979
1287,ตรงข้ามตลาดเตาปูน,Tao Poon Market (Opposite),13.8080404023187,100.530908758702
1288,ประชานฤมิตร ธนาคารกสิกรไทย ประชาคม กรุงเทพ-นนทบรุี 5,Pracha Naruemit,13.8106118905314,100.531223003263
1289,ซอยกรุงเทพ-นนทบุรี 13 ซอยไสวสุวรรณ,Krungthep - Nonthaburi Soi 13,13.8125909652111,100.531452240878
1290,สถานีตำรวจเตาปูน ซอยกรุงเทพ-นนทบุรี 17,Police StationTao Poon,13.8146657687255,100.531691368702
1291,วัดเชิงหวาย ซอยกรุงเทพ-นนทบุรี 21/1,Wat Choeng Wai  Krungthep - Nonthaburi Soi 21/1,13.817340580794,100.53204852979
1292,โรงงานทอผ้า,Sippana Co.Ltd.,13.8198013498691,100.532283053053
1293,ตลาดบางซ่อน ซอยกรุงเทพ-นนทบุรี 25,Bang Son Market,13.8209888411163,100.53244841979
1294,ซอยกรุงเทพ-นนทบุรี 29,Krungthep - Nonthaburi Soi 29,13.8234357045422,100.532663248702
1295,ซอยกรุงเทพนนท์ 39,Soi Krungthepnon 39,13.82646117,100.5304453
1297,ตรงข้ามท่าเตียน,Opposite Tha Tian,13.74719491,100.4905515
1298,แยกบางโพ,Yaek Bang Pho,13.80711277,100.5215401
1306,ตรงข้ามสนามกอล์ฟ,AngleAngle Golf Club (Opposite),13.9585627995912,100.519282848912
1307,ตรงข้ามวัดบางนางบุญ,Wat Bang Nang Boon (Opposite),13.9566647614205,100.526169357157
1308,บริษัทเสริมสุขนนทบุรี(ขาเข้า),Sermsuk Nonthaburi Company,13.9519655532763,100.53092301351
1310,หมู่บ้านมิตรประชา(ซอยติวานนท์-ปากเกร็ด46),Mith Pracha Village,13.9369252242201,100.539109782386
1311,หมู่บ้านเมืองทองธานี,Muang Thong Thani Village,13.929717,100.530445
1312,ติวานนท์-ปากเกร็ด 34(ขาเข้า),Tiwanon - Pakkred 34,13.927837978,100.52811221
1313,ตรงข้ามโรงเรียนอัมพรไพศาล,Opposite Ampornpaisan School,13.9248276,100.5246255
1314,หมู่บ้านลานทอง,Lan Thong Village,13.9183986696715,100.516866934461
1315,ซอยติวานนท์-ปากเกร็ด 22(ขาเข้า),Soi Tiwanon - Pakkred 22,13.915968421371,100.513994519122
1316,โรงเรียนสวนกุหลาบวิทยาลัย นนทบุรี,Suankulard Nonthaburi School,13.9113718684384,100.508414923684
1317,สุขประชาสวรรค์,Suk Pracha Sawan,13.9101699776286,100.506597961261
1318,ตรงข้ามโรงเรียนสวนกุหลาบวิทยาลัย นนทบุรี,Opposite Suankularb Wittayalai Nonthaburi School,13.9115331,100.5082409
1319,ติวานนท์-ปากเกร็ด ซอย 21,Tiwanon-Pak Kret Soi 21,13.91618369,100.5138402
1320,ซอยหมู่บ้านลานทอง,Soi Muban Lan Thong,13.9185870795053,100.51672555597
1321,โรงเรียนอัมพรไพศาล,Amphonpaisarn School,13.92505849,100.5245137
1322,ติวานนท์-ปากเกร็ด 34(ขาออก),Tiwanon - Pakkret 34,13.927962484,100.52790501
1323,ตรงข้ามหมู่บ้านเมืองทองธานี,Mueang Thong Thani Village (Opposite),13.930219426,100.53066292
1324,ตรงข้ามหมู่บ้านมิตรประชา,Opposite Mitpracha Village,13.93708254,100.5388744
1325,วัดช่องลมนนทบุรี,Wat Chong Lom Nonthaburi,13.9453324333987,100.537076573894
1326,บริษัทเสริมสุขนนทบุรี(ขาออก),Soem Suk Nonthaburi Company,13.9517798465714,100.530632076774
1327,วัดบางนางบุญ,Wat Bang Nang Bun,13.9570905041306,100.525283131161
1328,สนามกอล์ฟ  ,AngleAngle Golf Club,13.9582068497175,100.519417341929
1330,โรงเรียนโกลบอลอินเดียนนานาชาติ,Golbon India International School,13.9651092052608,100.527639001125
1331,ซอยวัดชินวราราม,Soi Wat Chinwararam,13.9656495967719,100.530659929963
1335,ชุมชนรุ่งมณีพัฒนา,Rungmanee Pattana Community,13.76063212,100.6113021
1336,วิทยาลัยอินทราชัย,Intrachai College,13.762753953,100.60789302
1337,สภาวิศวกร,Council of Engineers,13.763978876,100.6063494
1338,โรงเรียนสิริกุลพิทยา,Sirikul Pittaya School,13.7655066,100.6045298
1339,ตรงข้ามซอยศรีวรา,Soi Sriwara (Opposite),13.7666323936161,100.602885445817
1341,บริษัท โตโยต้ากรุงเทพยนต์ จำกัด,Krungthepyont Co.Ltd,13.7683833263016,100.595080847245
1343,แยกเหม่งจ๋าย (ถนนประชาอุทิศขาเข้า),Meng Chai Intersection,13.7693538291697,100.587752154971
1346,แยกเหม่งจ๋าย (ถนนประชาอุทิศขาออก),Meng Chai Intersection,13.7694699960589,100.58864938171
1347,ซอยสุวรรณมณี,Soi Suwan Mani,13.769225,100.591946
1349,ซอยสหการประมุล,Soi Saha Kan Pramun,13.76831409,100.5958571
1350,ร้านอาหารบ้านต้นซุง,Baan Ton Sung Restaurant,13.7690095289084,100.604058894524
1354,ตรงข้ามซอยเทพลีลา 8,Soi Thep Lila 8 (Opposite),13.7620255632329,100.608936580841
1356,ตรงข้ามโรงเรียนแจงร้อน(ราษฎร์บูรณะ 44),Chaeng Ron School (Opposite),13.6736244714184,100.51796346958
1357,ตรงข้ามชุมชนแจงร้อน,Chaeng Ron Community (Opposite),13.6752688031691,100.516998305439
1358,โกดังชัยยงค์ ซอยราษฎร์บูรณะ 36,Chaiyong Warehouse  Soi Ratburana 36,13.6767141660242,100.515034381088
1359,ตรงข้ามไฟฟ้าราษฎร์บูรณะซอย 30,Soi Ratburana 30 (Opposite),13.678273607497,100.51243388
1360,ซอยราษฎร์บูรณะ 26,Soi Ratburana 26,13.68014137,100.5091151
1361,ศูนย์สาธารณสุขซอยราษฎร์บูรณะ 39,Public Health Center Soi Ratburana 39,13.6812034677088,100.506764213053
1362,คลังสินค้าราษฎร์บูรณะ,Ratburana Warehouse,13.6814020966139,100.5069551333
1363,ตรงข้ามซอยราษฎร์บูรณะ 28,Soi Ratburana 28 (Opposite),13.6795439477891,100.510673066737
1364,ซอยราษฎร์บูรณะ 27,Soi Ratburana 27,13.678430569712,100.512622766033
1365,ธนาคารกสิกรไทย ตรงข้ามซอยแพ่งสภา,Kasikorn bank (Pang Sapha),13.6774873982891,100.514271612843
1366,หน้าตลาดไท,Talaad Thai,14.0817171773999,100.621363992685
1367,ตรงข้าม มธ.ศูนย์รังสิต,Thammasat University Rangsit Campus (Opposite),14.075261649,100.61812499
1368,ตลาดบางคาน,Bang Khan Market,14.06659173,100.617771
1369,ตรงข้ามหมู่บ้านกฤษดานคร,Kritsada Nakhon Village,14.0602163335709,100.61751600021
1370,ตรงข้ามซอยรัตนะ,Soi Rattana (Opposite),14.056193757,100.61729506
1371,โรงพยาบาลภัทร-ธนบุรี,Pat-Nonthaburi Hospital,14.0488647523276,100.617059499122
1372,ตรงข้ามกอล์ฟแมนชั่น,Golf Mansion (Opposite),14.0447698447305,100.616895436947
1373,ตรงข้ามมหาวิทยาลัยกรุงเทพ,Bangkok University Main Campus(Opposite),14.0397335932085,100.616667768455
1374,โรงงานไก่เซ็นทาโกจำกัด,Centaco Chicken Factory Limited,14.036966818,100.61654569
1376,ตรงข้ามบุญถาวรรังสิต,Bunthawon Rangsit (Opposite),14.025768502,100.61604642
1377,ซอยหงส์สกุล,Soi Hong Sakul,14.0286336409279,100.615593841298
1378,ตรงข้ามสุเหร่าแก้วนิมิตร,Kaeo Nimit Mosque (Opposite),14.030411826,100.61569179
1380,มูลนิธิรวมชัยพัฒนา,Ruamchai Phatthana Foundation,14.04488251,100.6162506
1381,หมู่บ้านกฤษดา,Muban Kritsada,14.04900613,100.6164402
1383,บางขัน,Bangkhun,14.0653187017124,100.616999419543
1384,โรงพยาบาลธรรมศาสตร์เฉลิมพระเกียรติ,Thammasat University Hospital,14.074843305705,100.617445452386
1385,ซอยเอกชัย 70,Soi Ekkachai 70,13.67061315,100.4190647
1386,วัดนาคปรก ซอยเทอดไท 45,Wat Nakprok  Soi Thoet Thai 45,13.718622465,100.46771201
1387,ซอยเทอดไท 30 วัดขุนจันทร์,Soi Thoet Thai 30  Wat Khun Chan,13.718879924,100.47132441
1388,ซอยสมเด็จเจ้าพระยา 12,Soi Somdet Chao Phraya 12,13.73274149,100.50079131
1389,ซอยสมเด็จเจ้าพระยา 6,Soi Somdet Chao Phraya 6,13.7332796575297,100.499251326069
1390,ตรงข้ามซอยสมเด็จเจ้าพระยา 12,Soi Somdet Chao Phraya 12 (Opposite),13.7327386891765,100.501227368035
1391,ซอยเทอดไท 37 ตรงข้ามวัดขุนจันทร์,Soi Thoet Thai 37,13.718826,100.471409
1392,ตั้งตรงจิตรพณิชยการ,Tangtrongchit College,13.744404351,100.49275854
1393,ตรงข้ามตั้งตรงจิตรพณิชยการ,Tangtrongchit College (Opposite),13.744404034,100.49250495
1394,วัดโพธิ์,Wat Pho,13.7455258299656,100.491801127824
1395,ถนนเฉลิมเขต,Chalerm Ket Road,13.74819021,100.51346645
1396,พาหุรัด(ไชน่าเวิลด์),Phahurat (China World),13.7446380182485,100.501047073473
1397,ปากคลองตลาดสนามยิงปืน,Pak Khlong Talat  Shooting Range,13.746107669521,100.49613121021
1398,แม้นศรี,Mansri,13.7515491109126,100.50997692843
1400,โรงแรมตรัง,Trang Hotel,13.76464454,100.50324007
1401,หลังวัดโสมนัสราชวรวิหาร,Wat Somanus Rajavaraviharn,13.7595718212531,100.508708895265
1402,การรถไฟแห่งประเทศไทย,State Railway of Thailand,13.7448159542246,100.516474024141
1404,ตรงข้ามการรถไฟแห่งประเทศไทย,State Railway of Thailand (Opposite),13.744677717,100.51632338
1405,ตรงข้ามวัดโสมนัสวรวิหาร,Wat Somenus Rajavaraviharn (Opposite),13.7592429119115,100.508831866316
1406,โรงแรมศราวิสุทธ,Sarawisut Hotel,13.765030813,100.50273074
1407,แยกบางขุนพรหม,Bang Khun Phrom Intersection,13.7675101953603,100.501770965229
1408,แยกพิบูลสงคราม,Yaek Pibulsongkram,13.81783923,100.5158584
1409,ข้างตลาดเตาปูน แยกเตาปูน,Taopoon Market (Besidn)  Taopoon Intersection,13.80617866,100.531937326947
1410,เตาปูนแมนชั่น,Taopoon Mansion,13.8018209207484,100.534555944561
1411,ตรงข้ามกรมสรรพาวุธทหารบก,Opposite The Army Ordnance Department,13.79460914,100.5306917
1412,แฟลตนายสิบ กรมการขนส่งทหารบก,"Ten Flash, Department of Army Transport",13.792389715325,100.529464415859
1413,แยกถนนระนอง 1,Ranong 1 Road Intersection,13.7894450558473,100.527860381508
1414,แยกถนนระนอง 2-พระราม 5,Ranong 1 Road Intersection-Rama 5,13.787307572,100.52661638
1415,มณฑลทหารบก 11(ถนนพระราม 5 ขาเข้า),Army District 11,13.7841092416736,100.524909352596
1416,เศรษฐสุนทร,Sattha Sunthon,13.781739158,100.52358502
1417,แยกราชวัตร(ถนนพระราม 5 ขาเข้า),Ratchawat Intersection,13.7803283799344,100.52284403628
1418,ตรงข้ามซอยวัดอัมพวัน,Wat Soi Amphawan (Opposite),13.778472739,100.52185245
1419,โรงเรียนวชิราวุธิวิทยาลัย(พระราม 5),Vajiravudh College (Rama 5),13.775958355,100.52037034
1420,ซอยสุจริต 1,Soi Sujarit 1,13.7746563011127,100.519767775439
1421,ตรงข้ามเขาดิน(ด้านถนนพระราม 6),Dusit Zoo (Opposite),13.770631013689,100.517558300631
1422,โรงเรียนจิตรลดา,Chitralada School,13.767703116,100.51593599
1424,ปากคลองตลาด(คลองหลอด),Pak Khlong Market (Khlong Luang),13.743923252,100.49625625
1425,สนามเสือป่า(พระราม 5),Suea Pa Court (Rama 5),13.765746134,100.51478456
1426,ซอยวัดอัมพวัน,Soi Amphawan,13.7787278238432,100.521825976527
1427,ตรงข้ามซอยสงวนสุข,Soi Sa-nguan Suk (Opoosite),13.7803545492701,100.522699242386
1428,วัดน้อยนพคุณ,Wat Noinopphakhun,13.78266833,100.5239945
1430,ตรงข้ามซอยสินทรัพย์,Soi Sinsap (Opposite),13.7862694984259,100.525964222386
1431,ตรงข้ามแยกถนนระนอง 2-พระราม 5,Ranong 2 - Praram 5 Intersection (Opposite),13.7876324489375,100.526696339122
1432,สะพานแดงขาออก,Red Bridge,13.7924551754866,100.52928349
1433,กรมสรรพวุธ สะพานแดง,Ordnance Department,13.7950951806179,100.530724843263
1434,ตรงข้ามโรงเรียนช่างอากาศอำรุง กรมสรรพาวุธ,Chang Akat Aumrung School (Opposite),13.7964938059443,100.531482593053
1435,วัดธรรมาภิรตาราม ตรงข้ามวัดสะพานสูง,Wat Thamma Phi Rata Ram   Saphan Sung Temple (opposite),13.799188,100.533018
1436,ตรงข้ามเตาปูนแมนชั่น,Tao Poon Mansion (Opposite),13.8019990127153,100.53449324979
1437,ตรงข้ามหลังตลาดเตาปูน เฉลิมพันธ์เก่า,Tao Poon Market Behind (Opposite),13.805823249357,100.532452744561
1438,แยกถนนระนอง 1-พระราม 5,Ranong 1 - Rama 5 Intersection,13.7889304950395,100.527374908702
1440,แฟลตอินโดไทย,Flat Indo Thailand,13.808075288,100.71497374
1441,ตรงข้ามสวนจิตรลดา,Chitralada Villa Royal (Opposite),13.763766001,100.52090694
1442,วัดเบญจมบพิตรดุสิตวนารามราชวรวิหาร,Wat Benchamabophit,13.766887,100.514277
1443,ลานพระรูปทรงม้า(ถนนศรีอยุธยาขาออก),Equestrian statue of King Chulalongkorn (outbound),13.767663,100.51264
1444,พระราชวังปารุสกวาน,Parusokwan Palace,13.76722966,100.5111622
1445,ตรงข้ามกองทัพภาคที่ 1,Army Region 1 (Opposite),13.766969183,100.51084412
1447,ลานพระรูปทรงม้า,Equestrian statue of King Chulalongkorn,13.7677600901101,100.512876368035
1448,สวนจิตรลดา,Chitralada Villa Royal,13.763959831,100.52109572
1449,แยกนาหลวง หน้าธนาคารกรุงเทพ(ประชาอุทิศ),Na Luang Intersection  Bangkok Bank (Prachauthit),13.648243,100.496169
1450,โรงเรียนนาหลวง,Na Luang School,13.6477964328601,100.49465870958
1451,สวนธนบุรีรมย์,Thonburirom Park,13.649895088824,100.491475593931
1452,แยกนาหลวง,Na Luang Intersection,13.6474352745402,100.494888160778
1453,สี่เสาเทเวศร์,Si Sao Thewes,13.7708390459574,100.505384537194
1454,ตลาดไท,Thai Market,14.081961382,100.61851805
1455,อู่ปู่เจ้าสมิงพราย,Bus Depot Puchao Saming Prai,13.645698248,100.54249934
1456,สำนักงานที่ดินมีนบุรี ศาลจังหวัดมีนบุรี,Land Office Minburi,13.8142846930001,100.733032035859
1457,ซอยลาดกระบัง 32,Ladkrabang Soi 32,13.7223916168813,100.743574779933
